Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land;Angebotspreis;Einheit;Teilbarkeit
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2691.36;CHF/MW;13456.80;CHF;16.02;CHF/MWh*;CH;16.02;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2373.84;CHF/MW;11869.20;CHF;14.13;CHF/MWh*;CH;14.13;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;10;MW;10;MW;2372.16;CHF/MW;23721.60;CHF;14.12;CHF/MWh*;CH;14.12;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2368.80;CHF/MW;11844.00;CHF;14.10;CHF/MWh*;CH;14.10;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2693.04;CHF/MW;13465.20;CHF;16.03;CHF/MWh*;CH;16.03;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2693.04;CHF/MW;13465.20;CHF;16.03;CHF/MWh*;CH;16.03;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2368.80;CHF/MW;11844.00;CHF;14.10;CHF/MWh*;CH;14.10;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2688.00;CHF/MW;13440.00;CHF;16.00;CHF/MWh*;CH;16.00;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;100;MW;100;MW;1814.40;CHF/MW;181440.00;CHF;10.80;CHF/MWh*;CH;10.80;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;40;MW;40;MW;2318.40;CHF/MW;92736.00;CHF;13.80;CHF/MWh*;CH;13.80;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;1958.44;CHF/MW;9792.20;CHF;11.66;CHF/MWh*;CH;11.66;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;20;MW;20;MW;4871.00;CHF/MW;97420.00;CHF;28.99;CHF/MWh*;CH;28.99;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;20;MW;20;MW;4434.00;CHF/MW;88680.00;CHF;26.39;CHF/MWh*;CH;26.39;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;6619.20;CHF/MW;33096.00;CHF;39.40;CHF/MWh*;CH;39.40;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;6619.20;CHF/MW;33096.00;CHF;39.40;CHF/MWh*;CH;39.40;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;7425.60;CHF/MW;37128.00;CHF;44.20;CHF/MWh*;CH;44.20;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;7425.60;CHF/MW;37128.00;CHF;44.20;CHF/MWh*;CH;44.20;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;7425.60;CHF/MW;37128.00;CHF;44.20;CHF/MWh*;CH;44.20;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;7425.60;CHF/MW;37128.00;CHF;44.20;CHF/MWh*;CH;44.20;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;13;MW;13;MW;4334.00;CHF/MW;56342.00;CHF;25.80;CHF/MWh*;CH;25.80;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;7425.60;CHF/MW;37128.00;CHF;44.20;CHF/MWh*;CH;44.20;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;6619.20;CHF/MW;33096.00;CHF;39.40;CHF/MWh*;CH;39.40;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;6619.20;CHF/MW;33096.00;CHF;39.40;CHF/MWh*;CH;39.40;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;9;MW;9;MW;7445.76;CHF/MW;67011.84;CHF;44.32;CHF/MWh*;CH;44.32;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;10;MW;10;MW;6622.56;CHF/MW;66225.60;CHF;39.42;CHF/MWh*;CH;39.42;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;100;MW;100;MW;5157.60;CHF/MW;515760.00;CHF;30.70;CHF/MWh*;CH;30.70;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;40;MW;40;MW;6081.60;CHF/MW;243264.00;CHF;36.20;CHF/MWh*;CH;36.20;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;38;MW;38;MW;7897.90;CHF/MW;300120.20;CHF;47.01;CHF/MWh*;CH;47.01;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL-;5;MW;5;MW;7101.36;CHF/MW;35506.80;CHF;42.27;CHF/MWh*;CH;42.27;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;10;MW;10;MW;2632.00;CHF/MW;26320.00;CHF;15.67;CHF/MWh*;CH;15.67;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;30;MW;30;MW;1634.00;CHF/MW;49020.00;CHF;9.73;CHF/MWh*;CH;9.73;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;60;MW;60;MW;1756.00;CHF/MW;105360.00;CHF;10.45;CHF/MWh*;CH;10.45;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;1284.00;CHF/MW;6420.00;CHF;7.64;CHF/MWh*;CH;7.64;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;2748.48;CHF/MW;13742.40;CHF;16.36;CHF/MWh*;CH;16.36;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;2748.48;CHF/MW;13742.40;CHF;16.36;CHF/MWh*;CH;16.36;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;3091.20;CHF/MW;15456.00;CHF;18.40;CHF/MWh*;CH;18.40;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;3091.20;CHF/MW;15456.00;CHF;18.40;CHF/MWh*;CH;18.40;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;10;MW;10;MW;2741.76;CHF/MW;27417.60;CHF;16.32;CHF/MWh*;CH;16.32;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;3094.56;CHF/MW;15472.80;CHF;18.42;CHF/MWh*;CH;18.42;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;2741.76;CHF/MW;13708.80;CHF;16.32;CHF/MWh*;CH;16.32;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;100;MW;100;MW;2452.80;CHF/MW;245280.00;CHF;14.60;CHF/MWh*;CH;14.60;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;40;MW;40;MW;2956.80;CHF/MW;118272.00;CHF;17.60;CHF/MWh*;CH;17.60;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;2836.00;CHF/MW;14180.00;CHF;16.88;CHF/MWh*;CH;16.88;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;2579.00;CHF/MW;12895.00;CHF;15.35;CHF/MWh*;CH;15.35;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL+;5;MW;5;MW;2118.43;CHF/MW;10592.15;CHF;12.61;CHF/MWh*;CH;12.61;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;20;MW;20;MW;4793.00;CHF/MW;95860.00;CHF;28.53;CHF/MWh*;CH;28.53;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;10;MW;10;MW;4724.00;CHF/MW;47240.00;CHF;28.12;CHF/MWh*;CH;28.12;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;20;MW;20;MW;5270.00;CHF/MW;105400.00;CHF;31.37;CHF/MWh*;CH;31.37;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;7845.60;CHF/MW;39228.00;CHF;46.70;CHF/MWh*;CH;46.70;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;7845.60;CHF/MW;39228.00;CHF;46.70;CHF/MWh*;CH;46.70;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;8803.20;CHF/MW;44016.00;CHF;52.40;CHF/MWh*;CH;52.40;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;8803.20;CHF/MW;44016.00;CHF;52.40;CHF/MWh*;CH;52.40;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;13;MW;13;MW;4693.00;CHF/MW;61009.00;CHF;27.93;CHF/MWh*;CH;27.93;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;8803.20;CHF/MW;44016.00;CHF;52.40;CHF/MWh*;CH;52.40;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;8806.56;CHF/MW;44032.80;CHF;52.42;CHF/MWh*;CH;52.42;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;8803.20;CHF/MW;44016.00;CHF;52.40;CHF/MWh*;CH;52.40;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;10;MW;10;MW;7848.96;CHF/MW;78489.60;CHF;46.72;CHF/MWh*;CH;46.72;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;7845.60;CHF/MW;39228.00;CHF;46.70;CHF/MWh*;CH;46.70;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;7845.60;CHF/MW;39228.00;CHF;46.70;CHF/MWh*;CH;46.70;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;100;MW;100;MW;5376.00;CHF/MW;537600.00;CHF;32.00;CHF/MWh*;CH;32.00;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;40;MW;40;MW;6098.40;CHF/MW;243936.00;CHF;36.30;CHF/MWh*;CH;36.30;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;37;MW;37;MW;8352.50;CHF/MW;309042.50;CHF;49.72;CHF/MWh*;CH;49.72;CHF/MWh*;
SRL_24_KW16_S1;Secondary control Auction SRL-;5;MW;5;MW;7980.55;CHF/MW;39902.75;CHF;47.50;CHF/MWh*;CH;47.50;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;60;MW;60;MW;1774.00;CHF/MW;106440.00;CHF;10.56;CHF/MWh*;CH;10.56;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;10;MW;10;MW;2640.00;CHF/MW;26400.00;CHF;15.71;CHF/MWh*;CH;15.71;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;30;MW;30;MW;1625.00;CHF/MW;48750.00;CHF;9.67;CHF/MWh*;CH;9.67;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;5;MW;5;MW;1364.00;CHF/MW;6820.00;CHF;8.12;CHF/MWh*;CH;8.12;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;5;MW;5;MW;2943.36;CHF/MW;14716.80;CHF;17.52;CHF/MWh*;CH;17.52;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;10;MW;10;MW;2943.36;CHF/MW;29433.60;CHF;17.52;CHF/MWh*;CH;17.52;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;20;MW;20;MW;2829.12;CHF/MW;56582.40;CHF;16.84;CHF/MWh*;CH;16.84;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;5;MW;5;MW;2945.04;CHF/MW;14725.20;CHF;17.53;CHF/MWh*;CH;17.53;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;40;MW;40;MW;2671.20;CHF/MW;106848.00;CHF;15.90;CHF/MWh*;CH;15.90;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;100;MW;100;MW;2167.20;CHF/MW;216720.00;CHF;12.90;CHF/MWh*;CH;12.90;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;5;MW;5;MW;2676.00;CHF/MW;13380.00;CHF;15.93;CHF/MWh*;CH;15.93;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;5;MW;5;MW;2432.00;CHF/MW;12160.00;CHF;14.48;CHF/MWh*;CH;14.48;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL+;5;MW;5;MW;2018.44;CHF/MW;10092.20;CHF;12.01;CHF/MWh*;CH;12.01;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;20;MW;20;MW;5242.00;CHF/MW;104840.00;CHF;31.20;CHF/MWh*;CH;31.20;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;15;MW;15;MW;4768.00;CHF/MW;71520.00;CHF;28.38;CHF/MWh*;CH;28.38;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;12;MW;12;MW;4668.00;CHF/MW;56016.00;CHF;27.79;CHF/MWh*;CH;27.79;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;10;MW;10;MW;8358.00;CHF/MW;83580.00;CHF;49.75;CHF/MWh*;CH;49.75;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;7560.00;CHF/MW;37800.00;CHF;45.00;CHF/MWh*;CH;45.00;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;8769.60;CHF/MW;43848.00;CHF;52.20;CHF/MWh*;CH;52.20;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;8769.60;CHF/MW;43848.00;CHF;52.20;CHF/MWh*;CH;52.20;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;8769.60;CHF/MW;43848.00;CHF;52.20;CHF/MWh*;CH;52.20;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;7560.00;CHF/MW;37800.00;CHF;45.00;CHF/MWh*;CH;45.00;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;8769.60;CHF/MW;43848.00;CHF;52.20;CHF/MWh*;CH;52.20;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;7983.36;CHF/MW;39916.80;CHF;47.52;CHF/MWh*;CH;47.52;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;10;MW;10;MW;8772.96;CHF/MW;87729.60;CHF;52.22;CHF/MWh*;CH;52.22;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;100;MW;100;MW;4670.40;CHF/MW;467040.00;CHF;27.80;CHF/MWh*;CH;27.80;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;23;MW;23;MW;9256.30;CHF/MW;212894.90;CHF;55.10;CHF/MWh*;CH;55.10;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;40;MW;40;MW;6535.20;CHF/MW;261408.00;CHF;38.90;CHF/MWh*;CH;38.90;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;5;MW;5;MW;6232.80;CHF/MW;31164.00;CHF;37.10;CHF/MWh*;CH;37.10;CHF/MWh*;
SRL_24_KW17_S1;Secondary control Auction SRL-;30;MW;30;MW;9249.00;CHF/MW;277470.00;CHF;55.05;CHF/MWh*;CH;55.05;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;10;MW;10;MW;2564.00;CHF/MW;25640.00;CHF;15.26;CHF/MWh*;CH;15.26;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;1247.00;CHF/MW;6235.00;CHF;7.42;CHF/MWh*;CH;7.42;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;60;MW;60;MW;1763.00;CHF/MW;105780.00;CHF;10.49;CHF/MWh*;CH;10.49;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;30;MW;30;MW;1684.00;CHF/MW;50520.00;CHF;10.02;CHF/MWh*;CH;10.02;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;2718.24;CHF/MW;13591.20;CHF;16.18;CHF/MWh*;CH;16.18;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;10;MW;10;MW;2724.96;CHF/MW;27249.60;CHF;16.22;CHF/MWh*;CH;16.22;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;3057.60;CHF/MW;15288.00;CHF;18.20;CHF/MWh*;CH;18.20;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;3060.96;CHF/MW;15304.80;CHF;18.22;CHF/MWh*;CH;18.22;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;3057.60;CHF/MW;15288.00;CHF;18.20;CHF/MWh*;CH;18.20;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;2724.96;CHF/MW;13624.80;CHF;16.22;CHF/MWh*;CH;16.22;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;2718.24;CHF/MW;13591.20;CHF;16.18;CHF/MWh*;CH;16.18;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;100;MW;100;MW;1663.20;CHF/MW;166320.00;CHF;9.90;CHF/MWh*;CH;9.90;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;40;MW;40;MW;2335.20;CHF/MW;93408.00;CHF;13.90;CHF/MWh*;CH;13.90;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;2376.00;CHF/MW;11880.00;CHF;14.14;CHF/MWh*;CH;14.14;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;1858.44;CHF/MW;9292.20;CHF;11.06;CHF/MWh*;CH;11.06;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL+;5;MW;5;MW;2160.00;CHF/MW;10800.00;CHF;12.86;CHF/MWh*;CH;12.86;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;30;MW;30;MW;5049.00;CHF/MW;151470.00;CHF;30.05;CHF/MWh*;CH;30.05;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;12;MW;12;MW;3994.00;CHF/MW;47928.00;CHF;23.77;CHF/MWh*;CH;23.77;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;15;MW;15;MW;4094.00;CHF/MW;61410.00;CHF;24.37;CHF/MWh*;CH;24.37;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;10;MW;10;MW;5637.00;CHF/MW;56370.00;CHF;33.55;CHF/MWh*;CH;33.55;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;5;MW;5;MW;8769.60;CHF/MW;43848.00;CHF;52.20;CHF/MWh*;CH;52.20;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;5;MW;5;MW;5880.00;CHF/MW;29400.00;CHF;35.00;CHF/MWh*;CH;35.00;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;100;MW;100;MW;4687.20;CHF/MW;468720.00;CHF;27.90;CHF/MWh*;CH;27.90;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;38;MW;38;MW;8536.30;CHF/MW;324379.40;CHF;50.81;CHF/MWh*;CH;50.81;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;40;MW;40;MW;6552.00;CHF/MW;262080.00;CHF;39.00;CHF/MWh*;CH;39.00;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;5;MW;5;MW;7186.00;CHF/MW;35930.00;CHF;42.77;CHF/MWh*;CH;42.77;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;5;MW;5;MW;8238.00;CHF/MW;41190.00;CHF;49.04;CHF/MWh*;CH;49.04;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;30;MW;30;MW;6763.00;CHF/MW;202890.00;CHF;40.26;CHF/MWh*;CH;40.26;CHF/MWh*;
SRL_24_KW18_S1;Secondary control Auction SRL-;5;MW;5;MW;5362.56;CHF/MW;26812.80;CHF;31.92;CHF/MWh*;CH;31.92;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;60;MW;60;MW;1910.00;CHF/MW;114600.00;CHF;11.37;CHF/MWh*;CH;11.37;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;20;MW;20;MW;1352.00;CHF/MW;27040.00;CHF;8.05;CHF/MWh*;CH;8.05;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;10;MW;10;MW;2019.36;CHF/MW;20193.60;CHF;12.02;CHF/MWh*;CH;12.02;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2184.00;CHF/MW;10920.00;CHF;13.00;CHF/MWh*;CH;13.00;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;20;MW;20;MW;2125.20;CHF/MW;42504.00;CHF;12.65;CHF/MWh*;CH;12.65;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2587.20;CHF/MW;12936.00;CHF;15.40;CHF/MWh*;CH;15.40;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2016.00;CHF/MW;10080.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2016.00;CHF/MW;10080.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;100;MW;100;MW;1747.20;CHF/MW;174720.00;CHF;10.40;CHF/MWh*;CH;10.40;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2184.00;CHF/MW;10920.00;CHF;13.00;CHF/MWh*;CH;13.00;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2352.00;CHF/MW;11760.00;CHF;14.00;CHF/MWh*;CH;14.00;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2187.36;CHF/MW;10936.80;CHF;13.02;CHF/MWh*;CH;13.02;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;40;MW;40;MW;1982.40;CHF/MW;79296.00;CHF;11.80;CHF/MWh*;CH;11.80;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2053.00;CHF/MW;10265.00;CHF;12.22;CHF/MWh*;CH;12.22;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;1715.66;CHF/MW;8578.30;CHF;10.21;CHF/MWh*;CH;10.21;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL+;5;MW;5;MW;2259.00;CHF/MW;11295.00;CHF;13.45;CHF/MWh*;CH;13.45;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;30;MW;30;MW;3800.00;CHF/MW;114000.00;CHF;22.62;CHF/MWh*;CH;22.62;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;5376.00;CHF/MW;26880.00;CHF;32.00;CHF/MWh*;CH;32.00;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;8383.20;CHF/MW;41916.00;CHF;49.90;CHF/MWh*;CH;49.90;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;10;MW;10;MW;4944.00;CHF/MW;49440.00;CHF;29.43;CHF/MWh*;CH;29.43;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;15;MW;15;MW;2964.00;CHF/MW;44460.00;CHF;17.64;CHF/MWh*;CH;17.64;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;8383.20;CHF/MW;41916.00;CHF;49.90;CHF/MWh*;CH;49.90;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;8383.20;CHF/MW;41916.00;CHF;49.90;CHF/MWh*;CH;49.90;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;14;MW;14;MW;2864.00;CHF/MW;40096.00;CHF;17.05;CHF/MWh*;CH;17.05;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;8383.20;CHF/MW;41916.00;CHF;49.90;CHF/MWh*;CH;49.90;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;8383.20;CHF/MW;41916.00;CHF;49.90;CHF/MWh*;CH;49.90;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;6216.00;CHF/MW;31080.00;CHF;37.00;CHF/MWh*;CH;37.00;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;100;MW;100;MW;4233.60;CHF/MW;423360.00;CHF;25.20;CHF/MWh*;CH;25.20;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;40;MW;40;MW;6535.20;CHF/MW;261408.00;CHF;38.90;CHF/MWh*;CH;38.90;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;6;MW;6;MW;8919.80;CHF/MW;53518.80;CHF;53.09;CHF/MWh*;CH;53.09;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;6788.00;CHF/MW;33940.00;CHF;40.40;CHF/MWh*;CH;40.40;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;6171.00;CHF/MW;30855.00;CHF;36.73;CHF/MWh*;CH;36.73;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;30;MW;30;MW;5174.00;CHF/MW;155220.00;CHF;30.80;CHF/MWh*;CH;30.80;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;5498.00;CHF/MW;27490.00;CHF;32.73;CHF/MWh*;CH;32.73;CHF/MWh*;
SRL_24_KW19_S1;Secondary control Auction SRL-;5;MW;5;MW;4880.40;CHF/MW;24402.00;CHF;29.05;CHF/MWh*;CH;29.05;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;90;MW;40;MW;1979.00;CHF/MW;79160.00;CHF;11.78;CHF/MWh*;CH;11.78;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;28;MW;28;MW;1550.00;CHF/MW;43400.00;CHF;9.23;CHF/MWh*;CH;9.23;CHF/MWh*;
