Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land;Angebotspreis;Einheit;Teilbarkeit
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;2500.00;CHF/MW;0.00;CHF;14.88;CHF/MWh*;CH;14.88;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;4444.00;CHF/MW;0.00;CHF;26.45;CHF/MWh*;CH;26.45;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;5;MW;2100.00;CHF/MW;10500.00;CHF;12.50;CHF/MWh*;CH;12.50;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;28;MW;28;MW;1050.00;CHF/MW;29400.00;CHF;6.25;CHF/MWh*;CH;6.25;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;90;MW;40;MW;2082.00;CHF/MW;83280.00;CHF;12.39;CHF/MWh*;CH;12.39;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;5;MW;1716.00;CHF/MW;8580.00;CHF;10.21;CHF/MWh*;CH;10.21;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;100;MW;100;MW;1814.40;CHF/MW;181440.00;CHF;10.80;CHF/MWh*;CH;10.80;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;15;MW;15;MW;1696.00;CHF/MW;25440.00;CHF;10.10;CHF/MWh*;CH;10.10;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;11;MW;11;MW;1716.00;CHF/MW;18876.00;CHF;10.21;CHF/MWh*;CH;10.21;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;5355.00;CHF/MW;0.00;CHF;31.88;CHF/MWh*;CH;31.88;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;5;MW;1800.00;CHF/MW;9000.00;CHF;10.71;CHF/MWh*;CH;10.71;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;9793.00;CHF/MW;0.00;CHF;58.29;CHF/MWh*;CH;58.29;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;5434.00;CHF/MW;0.00;CHF;32.35;CHF/MWh*;CH;32.35;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;3881.00;CHF/MW;0.00;CHF;23.10;CHF/MWh*;CH;23.10;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;9714.00;CHF/MW;0.00;CHF;57.82;CHF/MWh*;CH;57.82;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;3802.00;CHF/MW;0.00;CHF;22.63;CHF/MWh*;CH;22.63;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;25;MW;16;MW;3217.20;CHF/MW;51475.20;CHF;19.15;CHF/MWh*;CH;19.15;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;25;MW;0;MW;5846.40;CHF/MW;0.00;CHF;34.80;CHF/MWh*;CH;34.80;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;100;MW;0;MW;14616.00;CHF/MW;0.00;CHF;87.00;CHF/MWh*;CH;87.00;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;10;MW;0;MW;3460.80;CHF/MW;0.00;CHF;20.60;CHF/MWh*;CH;20.60;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;86;MW;0;MW;5697.00;CHF/MW;0.00;CHF;33.91;CHF/MWh*;CH;33.91;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;13;MW;0;MW;4198.00;CHF/MW;0.00;CHF;24.99;CHF/MWh*;CH;24.99;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;5;MW;2200.80;CHF/MW;11004.00;CHF;13.10;CHF/MWh*;CH;13.10;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;12;MW;12;MW;1328.88;CHF/MW;15946.56;CHF;7.91;CHF/MWh*;CH;7.91;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;10;MW;10;MW;3040.80;CHF/MW;30408.00;CHF;18.10;CHF/MWh*;CH;18.10;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;7;MW;7;MW;2032.80;CHF/MW;14229.60;CHF;12.10;CHF/MWh*;CH;12.10;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;4536.00;CHF/MW;0.00;CHF;27.00;CHF/MWh*;CH;27.00;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;9999.00;CHF/MW;0.00;CHF;59.52;CHF/MWh*;CH;59.52;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;11;MW;0;MW;4156.00;CHF/MW;0.00;CHF;24.74;CHF/MWh*;CH;24.74;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;64;MW;0;MW;7064.00;CHF/MW;0.00;CHF;42.05;CHF/MWh*;CH;42.05;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;4444.00;CHF/MW;0.00;CHF;26.45;CHF/MWh*;CH;26.45;CHF/MWh*;
TRL-_24_KW11_S1;Tertiary Power DOWN;5;MW;0;MW;5555.00;CHF/MW;0.00;CHF;33.07;CHF/MWh*;CH;33.07;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;90;MW;40;MW;2160.00;CHF/MW;86400.00;CHF;12.86;CHF/MWh*;CH;12.86;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;10;MW;10;MW;1935.00;CHF/MW;19350.00;CHF;11.52;CHF/MWh*;CH;11.52;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;11;MW;11;MW;1915.00;CHF/MW;21065.00;CHF;11.40;CHF/MWh*;CH;11.40;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;10;MW;10;MW;3040.80;CHF/MW;30408.00;CHF;18.10;CHF/MWh*;CH;18.10;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;10;MW;0;MW;3460.80;CHF/MW;0.00;CHF;20.60;CHF/MWh*;CH;20.60;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;86;MW;0;MW;5518.00;CHF/MW;0.00;CHF;32.85;CHF/MWh*;CH;32.85;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;28;MW;28;MW;1150.00;CHF/MW;32200.00;CHF;6.85;CHF/MWh*;CH;6.85;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;5655.00;CHF/MW;0.00;CHF;33.66;CHF/MWh*;CH;33.66;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;15;MW;15;MW;1895.00;CHF/MW;28425.00;CHF;11.28;CHF/MWh*;CH;11.28;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;100;MW;100;MW;2553.60;CHF/MW;255360.00;CHF;15.20;CHF/MWh*;CH;15.20;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;6;MW;6;MW;1915.00;CHF/MW;11490.00;CHF;11.40;CHF/MWh*;CH;11.40;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;7;MW;7;MW;2032.80;CHF/MW;14229.60;CHF;12.10;CHF/MWh*;CH;12.10;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;3972.00;CHF/MW;0.00;CHF;23.64;CHF/MWh*;CH;23.64;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;5;MW;1800.00;CHF/MW;9000.00;CHF;10.71;CHF/MWh*;CH;10.71;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;5734.00;CHF/MW;0.00;CHF;34.13;CHF/MWh*;CH;34.13;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;5;MW;3192.00;CHF/MW;15960.00;CHF;19.00;CHF/MWh*;CH;19.00;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;4051.00;CHF/MW;0.00;CHF;24.11;CHF/MWh*;CH;24.11;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;10087.00;CHF/MW;0.00;CHF;60.04;CHF/MWh*;CH;60.04;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;5;MW;2200.80;CHF/MW;11004.00;CHF;13.10;CHF/MWh*;CH;13.10;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;13;MW;0;MW;3666.00;CHF/MW;0.00;CHF;21.82;CHF/MWh*;CH;21.82;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;10166.00;CHF/MW;0.00;CHF;60.51;CHF/MWh*;CH;60.51;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;64;MW;0;MW;5076.00;CHF/MW;0.00;CHF;30.21;CHF/MWh*;CH;30.21;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;11;MW;0;MW;3630.00;CHF/MW;0.00;CHF;21.61;CHF/MWh*;CH;21.61;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;64;MW;0;MW;6842.00;CHF/MW;0.00;CHF;40.73;CHF/MWh*;CH;40.73;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;25;MW;0;MW;3729.60;CHF/MW;0.00;CHF;22.20;CHF/MWh*;CH;22.20;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;25;MW;0;MW;6585.60;CHF/MW;0.00;CHF;39.20;CHF/MWh*;CH;39.20;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;100;MW;0;MW;16464.00;CHF/MW;0.00;CHF;98.00;CHF/MWh*;CH;98.00;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;5555.00;CHF/MW;0.00;CHF;33.07;CHF/MWh*;CH;33.07;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;9999.00;CHF/MW;0.00;CHF;59.52;CHF/MWh*;CH;59.52;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;12;MW;12;MW;1419.60;CHF/MW;17035.20;CHF;8.45;CHF/MWh*;CH;8.45;CHF/MWh*;
TRL-_24_KW12_S1;Tertiary Power DOWN;5;MW;0;MW;6666.00;CHF/MW;0.00;CHF;39.68;CHF/MWh*;CH;39.68;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;6;MW;6;MW;2204.40;CHF/MW;13226.40;CHF;13.20;CHF/MWh*;CH;13.20;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;10;MW;10;MW;3039.40;CHF/MW;30394.00;CHF;18.20;CHF/MWh*;CH;18.20;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;90;MW;70;MW;2635.00;CHF/MW;184450.00;CHF;15.78;CHF/MWh*;CH;15.78;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;10;MW;0;MW;3456.90;CHF/MW;0.00;CHF;20.70;CHF/MWh*;CH;20.70;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;86;MW;0;MW;5983.00;CHF/MW;0.00;CHF;35.83;CHF/MWh*;CH;35.83;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;15;MW;15;MW;1940.00;CHF/MW;29100.00;CHF;11.62;CHF/MWh*;CH;11.62;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;4220.00;CHF/MW;0.00;CHF;25.27;CHF/MWh*;CH;25.27;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;11;MW;11;MW;1960.00;CHF/MW;21560.00;CHF;11.74;CHF/MWh*;CH;11.74;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;4704.00;CHF/MW;0.00;CHF;28.17;CHF/MWh*;CH;28.17;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;10461.00;CHF/MW;0.00;CHF;62.64;CHF/MWh*;CH;62.64;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;5955.00;CHF/MW;0.00;CHF;35.66;CHF/MWh*;CH;35.66;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;100;MW;48;MW;3862.80;CHF/MW;185414.40;CHF;23.13;CHF/MWh*;CH;23.13;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;10540.00;CHF/MW;0.00;CHF;63.11;CHF/MWh*;CH;63.11;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;8;MW;8;MW;2037.40;CHF/MW;16299.20;CHF;12.20;CHF/MWh*;CH;12.20;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;28;MW;28;MW;1270.00;CHF/MW;35560.00;CHF;7.60;CHF/MWh*;CH;7.60;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;5;MW;2000.00;CHF/MW;10000.00;CHF;11.98;CHF/MWh*;CH;11.98;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.43;CHF/MWh*;CH;34.43;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.46;CHF/MWh*;CH;22.46;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;11;MW;11;MW;3374.00;CHF/MW;37114.00;CHF;20.20;CHF/MWh*;CH;20.20;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;64;MW;0;MW;5505.00;CHF/MW;0.00;CHF;32.96;CHF/MWh*;CH;32.96;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;10;MW;10;MW;1980.00;CHF/MW;19800.00;CHF;11.86;CHF/MWh*;CH;11.86;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;7;MW;7;MW;1960.00;CHF/MW;13720.00;CHF;11.74;CHF/MWh*;CH;11.74;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;4141.00;CHF/MW;0.00;CHF;24.80;CHF/MWh*;CH;24.80;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;13;MW;13;MW;3408.00;CHF/MW;44304.00;CHF;20.41;CHF/MWh*;CH;20.41;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;64;MW;0;MW;7419.00;CHF/MW;0.00;CHF;44.43;CHF/MWh*;CH;44.43;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;6034.00;CHF/MW;0.00;CHF;36.13;CHF/MWh*;CH;36.13;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;25;MW;0;MW;5006.40;CHF/MW;0.00;CHF;29.98;CHF/MWh*;CH;29.98;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;25;MW;0;MW;7862.40;CHF/MW;0.00;CHF;47.08;CHF/MWh*;CH;47.08;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;8888.00;CHF/MW;0.00;CHF;53.22;CHF/MWh*;CH;53.22;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;12;MW;12;MW;1328.88;CHF/MW;15946.56;CHF;7.96;CHF/MWh*;CH;7.96;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;11111.00;CHF/MW;0.00;CHF;66.53;CHF/MWh*;CH;66.53;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;5;MW;0;MW;6666.00;CHF/MW;0.00;CHF;39.92;CHF/MWh*;CH;39.92;CHF/MWh*;
TRL-_24_KW13_S1;Tertiary Power DOWN;100;MW;0;MW;19656.00;CHF/MW;0.00;CHF;117.70;CHF/MWh*;CH;117.70;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;90;MW;40;MW;2493.00;CHF/MW;99720.00;CHF;14.84;CHF/MWh*;CH;14.84;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;4310.00;CHF/MW;0.00;CHF;25.65;CHF/MWh*;CH;25.65;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;6334.00;CHF/MW;0.00;CHF;37.70;CHF/MWh*;CH;37.70;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;15;MW;15;MW;1818.00;CHF/MW;27270.00;CHF;10.82;CHF/MWh*;CH;10.82;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;100;MW;96;MW;2824.90;CHF/MW;271190.40;CHF;16.81;CHF/MWh*;CH;16.81;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;10914.00;CHF/MW;0.00;CHF;64.96;CHF/MWh*;CH;64.96;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;15;MW;15;MW;1848.00;CHF/MW;27720.00;CHF;11.00;CHF/MWh*;CH;11.00;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;4389.00;CHF/MW;0.00;CHF;26.12;CHF/MWh*;CH;26.12;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;10835.00;CHF/MW;0.00;CHF;64.49;CHF/MWh*;CH;64.49;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;10;MW;10;MW;1868.00;CHF/MW;18680.00;CHF;11.12;CHF/MWh*;CH;11.12;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;7;MW;7;MW;1848.00;CHF/MW;12936.00;CHF;11.00;CHF/MWh*;CH;11.00;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;25;MW;0;MW;3998.40;CHF/MW;0.00;CHF;23.80;CHF/MWh*;CH;23.80;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;28;MW;28;MW;1450.00;CHF/MW;40600.00;CHF;8.63;CHF/MWh*;CH;8.63;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;6255.00;CHF/MW;0.00;CHF;37.23;CHF/MWh*;CH;37.23;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;5;MW;2000.00;CHF/MW;10000.00;CHF;11.90;CHF/MWh*;CH;11.90;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;25;MW;0;MW;6854.40;CHF/MW;0.00;CHF;40.80;CHF/MWh*;CH;40.80;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;100;MW;0;MW;17136.00;CHF/MW;0.00;CHF;102.00;CHF/MWh*;CH;102.00;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;86;MW;0;MW;6431.00;CHF/MW;0.00;CHF;38.28;CHF/MWh*;CH;38.28;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;6;MW;6;MW;2217.60;CHF/MW;13305.60;CHF;13.20;CHF/MWh*;CH;13.20;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;10;MW;0;MW;3477.60;CHF/MW;0.00;CHF;20.70;CHF/MWh*;CH;20.70;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;64;MW;0;MW;5917.00;CHF/MW;0.00;CHF;35.22;CHF/MWh*;CH;35.22;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;5880.00;CHF/MW;0.00;CHF;35.00;CHF/MWh*;CH;35.00;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;5;MW;2049.60;CHF/MW;10248.00;CHF;12.20;CHF/MWh*;CH;12.20;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;12;MW;12;MW;1555.68;CHF/MW;18668.16;CHF;9.26;CHF/MWh*;CH;9.26;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;10;MW;10;MW;3057.60;CHF/MW;30576.00;CHF;18.20;CHF/MWh*;CH;18.20;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;13;MW;0;MW;3426.00;CHF/MW;0.00;CHF;20.39;CHF/MWh*;CH;20.39;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;11;MW;0;MW;3391.00;CHF/MW;0.00;CHF;20.18;CHF/MWh*;CH;20.18;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;11111.00;CHF/MW;0.00;CHF;66.14;CHF/MWh*;CH;66.14;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;5;MW;2049.60;CHF/MW;10248.00;CHF;12.20;CHF/MWh*;CH;12.20;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;64;MW;0;MW;7975.00;CHF/MW;0.00;CHF;47.47;CHF/MWh*;CH;47.47;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;15000.00;CHF/MW;0.00;CHF;89.29;CHF/MWh*;CH;89.29;CHF/MWh*;
TRL-_24_KW14_S1;Tertiary Power DOWN;5;MW;0;MW;8888.00;CHF/MW;0.00;CHF;52.90;CHF/MWh*;CH;52.90;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;7;MW;7;MW;1562.00;CHF/MW;10934.00;CHF;9.30;CHF/MWh*;CH;9.30;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;90;MW;30;MW;1612.00;CHF/MW;48360.00;CHF;9.60;CHF/MWh*;CH;9.60;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;11288.00;CHF/MW;0.00;CHF;67.19;CHF/MWh*;CH;67.19;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;5;MW;3000.00;CHF/MW;15000.00;CHF;17.86;CHF/MWh*;CH;17.86;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;10;MW;10;MW;1582.00;CHF/MW;15820.00;CHF;9.42;CHF/MWh*;CH;9.42;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;86;MW;0;MW;5086.00;CHF/MW;0.00;CHF;30.27;CHF/MWh*;CH;30.27;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;4479.00;CHF/MW;0.00;CHF;26.66;CHF/MWh*;CH;26.66;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;5;MW;1800.00;CHF/MW;9000.00;CHF;10.71;CHF/MWh*;CH;10.71;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;6556.00;CHF/MW;0.00;CHF;39.02;CHF/MWh*;CH;39.02;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;6635.00;CHF/MW;0.00;CHF;39.49;CHF/MWh*;CH;39.49;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;5;MW;2520.00;CHF/MW;12600.00;CHF;15.00;CHF/MWh*;CH;15.00;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;64;MW;0;MW;4680.00;CHF/MW;0.00;CHF;27.86;CHF/MWh*;CH;27.86;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;6;MW;6;MW;2184.00;CHF/MW;13104.00;CHF;13.00;CHF/MWh*;CH;13.00;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;15;MW;15;MW;1542.00;CHF/MW;23130.00;CHF;9.18;CHF/MWh*;CH;9.18;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;100;MW;96;MW;2959.30;CHF/MW;284092.80;CHF;17.61;CHF/MWh*;CH;17.61;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;28;MW;28;MW;1539.00;CHF/MW;43092.00;CHF;9.16;CHF/MWh*;CH;9.16;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;15;MW;15;MW;1562.00;CHF/MW;23430.00;CHF;9.30;CHF/MWh*;CH;9.30;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;10;MW;0;MW;3444.00;CHF/MW;0.00;CHF;20.50;CHF/MWh*;CH;20.50;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;5;MW;2016.00;CHF/MW;10080.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;4558.00;CHF/MW;0.00;CHF;27.13;CHF/MWh*;CH;27.13;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;13;MW;0;MW;3636.00;CHF/MW;0.00;CHF;21.64;CHF/MWh*;CH;21.64;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;11;MW;0;MW;3600.00;CHF/MW;0.00;CHF;21.43;CHF/MWh*;CH;21.43;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;64;MW;0;MW;6307.00;CHF/MW;0.00;CHF;37.54;CHF/MWh*;CH;37.54;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;11209.00;CHF/MW;0.00;CHF;66.72;CHF/MWh*;CH;66.72;CHF/MWh*;
TRL-_24_KW15_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
