Ausschreibung,Beschreibung,Total_MW
PRL_23_08_14,Primary control Auction 00:00 bis 04:00,51
PRL_23_08_14,Primary control Auction 04:00 bis 08:00,49
PRL_23_08_14,Primary control Auction 08:00 bis 12:00,39
PRL_23_08_14,Primary control Auction 12:00 bis 16:00,56
PRL_23_08_14,Primary control Auction 16:00 bis 20:00,37
PRL_23_08_14,Primary control Auction 20:00 bis 24:00,46
PRL_23_08_15,Primary control Auction 00:00 bis 04:00,78
PRL_23_08_15,Primary control Auction 04:00 bis 08:00,45
PRL_23_08_15,Primary control Auction 08:00 bis 12:00,90
PRL_23_08_15,Primary control Auction 12:00 bis 16:00,48
PRL_23_08_15,Primary control Auction 16:00 bis 20:00,58
PRL_23_08_15,Primary control Auction 20:00 bis 24:00,66
PRL_23_08_16,Primary control Auction 00:00 bis 04:00,75
PRL_23_08_16,Primary control Auction 04:00 bis 08:00,82
PRL_23_08_16,Primary control Auction 08:00 bis 12:00,136
PRL_23_08_16,Primary control Auction 12:00 bis 16:00,116
PRL_23_08_16,Primary control Auction 16:00 bis 20:00,134
PRL_23_08_16,Primary control Auction 20:00 bis 24:00,85
PRL_23_08_17,Primary control Auction 00:00 bis 04:00,60
PRL_23_08_17,Primary control Auction 04:00 bis 08:00,64
PRL_23_08_17,Primary control Auction 08:00 bis 12:00,116
PRL_23_08_17,Primary control Auction 12:00 bis 16:00,48
PRL_23_08_17,Primary control Auction 16:00 bis 20:00,73
PRL_23_08_17,Primary control Auction 20:00 bis 24:00,68
PRL_23_08_18,Primary control Auction 00:00 bis 04:00,52
PRL_23_08_18,Primary control Auction 04:00 bis 08:00,52
PRL_23_08_18,Primary control Auction 08:00 bis 12:00,61
PRL_23_08_18,Primary control Auction 12:00 bis 16:00,85
PRL_23_08_18,Primary control Auction 16:00 bis 20:00,92
PRL_23_08_18,Primary control Auction 20:00 bis 24:00,45
PRL_23_08_19,Primary control Auction 00:00 bis 04:00,35
PRL_23_08_19,Primary control Auction 04:00 bis 08:00,30
PRL_23_08_19,Primary control Auction 08:00 bis 12:00,61
PRL_23_08_19,Primary control Auction 12:00 bis 16:00,57
PRL_23_08_19,Primary control Auction 16:00 bis 20:00,35
PRL_23_08_19,Primary control Auction 20:00 bis 24:00,48
PRL_23_08_20,Primary control Auction 00:00 bis 04:00,40
PRL_23_08_20,Primary control Auction 04:00 bis 08:00,73
PRL_23_08_20,Primary control Auction 08:00 bis 12:00,66
PRL_23_08_20,Primary control Auction 12:00 bis 16:00,70
PRL_23_08_20,Primary control Auction 16:00 bis 20:00,46
PRL_23_08_20,Primary control Auction 20:00 bis 24:00,62
PRL_23_08_21,Primary control Auction 00:00 bis 04:00,59
PRL_23_08_21,Primary control Auction 04:00 bis 08:00,48
PRL_23_08_21,Primary control Auction 08:00 bis 12:00,107
PRL_23_08_21,Primary control Auction 12:00 bis 16:00,93
PRL_23_08_21,Primary control Auction 16:00 bis 20:00,77
PRL_23_08_21,Primary control Auction 20:00 bis 24:00,71
PRL_23_08_22,Primary control Auction 00:00 bis 04:00,51
PRL_23_08_22,Primary control Auction 04:00 bis 08:00,42
PRL_23_08_22,Primary control Auction 08:00 bis 12:00,104
PRL_23_08_22,Primary control Auction 12:00 bis 16:00,44
PRL_23_08_22,Primary control Auction 16:00 bis 20:00,86
PRL_23_08_22,Primary control Auction 20:00 bis 24:00,36
PRL_23_08_23,Primary control Auction 00:00 bis 04:00,63
PRL_23_08_23,Primary control Auction 04:00 bis 08:00,55
PRL_23_08_23,Primary control Auction 08:00 bis 12:00,72
PRL_23_08_23,Primary control Auction 12:00 bis 16:00,64
PRL_23_08_23,Primary control Auction 16:00 bis 20:00,44
PRL_23_08_23,Primary control Auction 20:00 bis 24:00,43
PRL_23_08_24,Primary control Auction 00:00 bis 04:00,60
PRL_23_08_24,Primary control Auction 04:00 bis 08:00,56
PRL_23_08_24,Primary control Auction 08:00 bis 12:00,92
PRL_23_08_24,Primary control Auction 12:00 bis 16:00,71
PRL_23_08_24,Primary control Auction 16:00 bis 20:00,62
PRL_23_08_24,Primary control Auction 20:00 bis 24:00,71
PRL_23_08_25,Primary control Auction 00:00 bis 04:00,53
PRL_23_08_25,Primary control Auction 04:00 bis 08:00,62
PRL_23_08_25,Primary control Auction 08:00 bis 12:00,22
PRL_23_08_25,Primary control Auction 12:00 bis 16:00,64
PRL_23_08_25,Primary control Auction 16:00 bis 20:00,31
PRL_23_08_25,Primary control Auction 20:00 bis 24:00,51
PRL_23_08_26,Primary control Auction 00:00 bis 04:00,86
PRL_23_08_26,Primary control Auction 04:00 bis 08:00,89
PRL_23_08_26,Primary control Auction 08:00 bis 12:00,89
PRL_23_08_26,Primary control Auction 12:00 bis 16:00,74
PRL_23_08_26,Primary control Auction 16:00 bis 20:00,95
PRL_23_08_26,Primary control Auction 20:00 bis 24:00,104
PRL_23_08_27,Primary control Auction 00:00 bis 04:00,87
PRL_23_08_27,Primary control Auction 04:00 bis 08:00,90
PRL_23_08_27,Primary control Auction 08:00 bis 12:00,66
PRL_23_08_27,Primary control Auction 12:00 bis 16:00,76
PRL_23_08_27,Primary control Auction 16:00 bis 20:00,59
PRL_23_08_27,Primary control Auction 20:00 bis 24:00,81
PRL_23_08_28,Primary control Auction 00:00 bis 04:00,86
PRL_23_08_28,Primary control Auction 04:00 bis 08:00,125
PRL_23_08_28,Primary control Auction 08:00 bis 12:00,162
PRL_23_08_28,Primary control Auction 12:00 bis 16:00,159
PRL_23_08_28,Primary control Auction 16:00 bis 20:00,162
PRL_23_08_28,Primary control Auction 20:00 bis 24:00,109
PRL_23_08_29,Primary control Auction 00:00 bis 04:00,131
PRL_23_08_29,Primary control Auction 04:00 bis 08:00,162
PRL_23_08_29,Primary control Auction 08:00 bis 12:00,162
PRL_23_08_29,Primary control Auction 12:00 bis 16:00,159
PRL_23_08_29,Primary control Auction 16:00 bis 20:00,131
PRL_23_08_29,Primary control Auction 20:00 bis 24:00,94
PRL_23_08_30,Primary control Auction 00:00 bis 04:00,142
PRL_23_08_30,Primary control Auction 04:00 bis 08:00,144
PRL_23_08_30,Primary control Auction 08:00 bis 12:00,162
PRL_23_08_30,Primary control Auction 12:00 bis 16:00,157
PRL_23_08_30,Primary control Auction 16:00 bis 20:00,157
PRL_23_08_30,Primary control Auction 20:00 bis 24:00,95
PRL_23_08_31,Primary control Auction 00:00 bis 04:00,89
PRL_23_08_31,Primary control Auction 04:00 bis 08:00,99
PRL_23_08_31,Primary control Auction 08:00 bis 12:00,162
PRL_23_08_31,Primary control Auction 12:00 bis 16:00,69
PRL_23_08_31,Primary control Auction 16:00 bis 20:00,162
PRL_23_08_31,Primary control Auction 20:00 bis 24:00,77
PRL_23_09_01,Primary control Auction 00:00 bis 04:00,67
PRL_23_09_01,Primary control Auction 04:00 bis 08:00,41
PRL_23_09_01,Primary control Auction 08:00 bis 12:00,104
PRL_23_09_01,Primary control Auction 12:00 bis 16:00,50
PRL_23_09_01,Primary control Auction 16:00 bis 20:00,78
PRL_23_09_01,Primary control Auction 20:00 bis 24:00,62
PRL_23_09_02,Primary control Auction 00:00 bis 04:00,47
PRL_23_09_02,Primary control Auction 04:00 bis 08:00,89
PRL_23_09_02,Primary control Auction 08:00 bis 12:00,55
PRL_23_09_02,Primary control Auction 12:00 bis 16:00,50
PRL_23_09_02,Primary control Auction 16:00 bis 20:00,54
PRL_23_09_02,Primary control Auction 20:00 bis 24:00,78
PRL_23_09_03,Primary control Auction 00:00 bis 04:00,70
PRL_23_09_03,Primary control Auction 04:00 bis 08:00,70
PRL_23_09_03,Primary control Auction 08:00 bis 12:00,63
PRL_23_09_03,Primary control Auction 12:00 bis 16:00,74
PRL_23_09_03,Primary control Auction 16:00 bis 20:00,68
PRL_23_09_03,Primary control Auction 20:00 bis 24:00,87
PRL_23_09_04,Primary control Auction 00:00 bis 04:00,63
PRL_23_09_04,Primary control Auction 04:00 bis 08:00,71
PRL_23_09_04,Primary control Auction 08:00 bis 12:00,94
PRL_23_09_04,Primary control Auction 12:00 bis 16:00,84
PRL_23_09_04,Primary control Auction 16:00 bis 20:00,100
PRL_23_09_04,Primary control Auction 20:00 bis 24:00,80
PRL_23_09_05,Primary control Auction 00:00 bis 04:00,60
PRL_23_09_05,Primary control Auction 04:00 bis 08:00,63
PRL_23_09_05,Primary control Auction 08:00 bis 12:00,121
PRL_23_09_05,Primary control Auction 12:00 bis 16:00,90
PRL_23_09_05,Primary control Auction 16:00 bis 20:00,90
PRL_23_09_05,Primary control Auction 20:00 bis 24:00,76
PRL_23_09_06,Primary control Auction 00:00 bis 04:00,55
PRL_23_09_06,Primary control Auction 04:00 bis 08:00,72
PRL_23_09_06,Primary control Auction 08:00 bis 12:00,162
PRL_23_09_06,Primary control Auction 12:00 bis 16:00,99
PRL_23_09_06,Primary control Auction 16:00 bis 20:00,117
PRL_23_09_06,Primary control Auction 20:00 bis 24:00,82
PRL_23_09_07,Primary control Auction 00:00 bis 04:00,66
PRL_23_09_07,Primary control Auction 04:00 bis 08:00,86
PRL_23_09_07,Primary control Auction 08:00 bis 12:00,139
PRL_23_09_07,Primary control Auction 12:00 bis 16:00,91
PRL_23_09_07,Primary control Auction 16:00 bis 20:00,56
PRL_23_09_07,Primary control Auction 20:00 bis 24:00,93
PRL_23_09_08,Primary control Auction 00:00 bis 04:00,28
PRL_23_09_08,Primary control Auction 04:00 bis 08:00,56
PRL_23_09_08,Primary control Auction 08:00 bis 12:00,102
PRL_23_09_08,Primary control Auction 12:00 bis 16:00,27
PRL_23_09_08,Primary control Auction 16:00 bis 20:00,84
PRL_23_09_08,Primary control Auction 20:00 bis 24:00,74
PRL_23_09_09,Primary control Auction 00:00 bis 04:00,21
PRL_23_09_09,Primary control Auction 04:00 bis 08:00,63
PRL_23_09_09,Primary control Auction 08:00 bis 12:00,72
PRL_23_09_09,Primary control Auction 12:00 bis 16:00,80
PRL_23_09_09,Primary control Auction 16:00 bis 20:00,80
PRL_23_09_09,Primary control Auction 20:00 bis 24:00,71
PRL_23_09_10,Primary control Auction 00:00 bis 04:00,45
PRL_23_09_10,Primary control Auction 04:00 bis 08:00,49
PRL_23_09_10,Primary control Auction 08:00 bis 12:00,76
PRL_23_09_10,Primary control Auction 12:00 bis 16:00,92
PRL_23_09_10,Primary control Auction 16:00 bis 20:00,93
PRL_23_09_10,Primary control Auction 20:00 bis 24:00,75
PRL_23_09_11,Primary control Auction 00:00 bis 04:00,51
PRL_23_09_11,Primary control Auction 04:00 bis 08:00,52
PRL_23_09_11,Primary control Auction 08:00 bis 12:00,102
PRL_23_09_11,Primary control Auction 12:00 bis 16:00,132
PRL_23_09_11,Primary control Auction 16:00 bis 20:00,69
PRL_23_09_11,Primary control Auction 20:00 bis 24:00,68
PRL_23_09_12,Primary control Auction 00:00 bis 04:00,96
PRL_23_09_12,Primary control Auction 04:00 bis 08:00,78
PRL_23_09_12,Primary control Auction 08:00 bis 12:00,91
PRL_23_09_12,Primary control Auction 12:00 bis 16:00,101
PRL_23_09_12,Primary control Auction 16:00 bis 20:00,94
PRL_23_09_12,Primary control Auction 20:00 bis 24:00,76
PRL_23_09_13,Primary control Auction 00:00 bis 04:00,101
PRL_23_09_13,Primary control Auction 04:00 bis 08:00,112
PRL_23_09_13,Primary control Auction 08:00 bis 12:00,162
PRL_23_09_13,Primary control Auction 12:00 bis 16:00,162
PRL_23_09_13,Primary control Auction 16:00 bis 20:00,111
PRL_23_09_13,Primary control Auction 20:00 bis 24:00,69
PRL_23_09_14,Primary control Auction 00:00 bis 04:00,148
PRL_23_09_14,Primary control Auction 04:00 bis 08:00,82
PRL_23_09_14,Primary control Auction 08:00 bis 12:00,147
PRL_23_09_14,Primary control Auction 12:00 bis 16:00,161
PRL_23_09_14,Primary control Auction 16:00 bis 20:00,115
PRL_23_09_14,Primary control Auction 20:00 bis 24:00,80
PRL_23_09_15,Primary control Auction 00:00 bis 04:00,70
PRL_23_09_15,Primary control Auction 04:00 bis 08:00,75
PRL_23_09_15,Primary control Auction 08:00 bis 12:00,60
PRL_23_09_15,Primary control Auction 12:00 bis 16:00,85
PRL_23_09_15,Primary control Auction 16:00 bis 20:00,47
PRL_23_09_15,Primary control Auction 20:00 bis 24:00,90
PRL_23_09_16,Primary control Auction 00:00 bis 04:00,101
PRL_23_09_16,Primary control Auction 04:00 bis 08:00,98
PRL_23_09_16,Primary control Auction 08:00 bis 12:00,75
PRL_23_09_16,Primary control Auction 12:00 bis 16:00,64
PRL_23_09_16,Primary control Auction 16:00 bis 20:00,118
PRL_23_09_16,Primary control Auction 20:00 bis 24:00,87
PRL_23_09_17,Primary control Auction 00:00 bis 04:00,137
PRL_23_09_17,Primary control Auction 04:00 bis 08:00,118
PRL_23_09_17,Primary control Auction 08:00 bis 12:00,85
PRL_23_09_17,Primary control Auction 12:00 bis 16:00,93
PRL_23_09_17,Primary control Auction 16:00 bis 20:00,132
PRL_23_09_17,Primary control Auction 20:00 bis 24:00,140
PRL_23_09_18,Primary control Auction 00:00 bis 04:00,79
PRL_23_09_18,Primary control Auction 04:00 bis 08:00,73
PRL_23_09_18,Primary control Auction 08:00 bis 12:00,91
PRL_23_09_18,Primary control Auction 12:00 bis 16:00,126
PRL_23_09_18,Primary control Auction 16:00 bis 20:00,117
PRL_23_09_18,Primary control Auction 20:00 bis 24:00,104
PRL_23_09_19,Primary control Auction 00:00 bis 04:00,94
PRL_23_09_19,Primary control Auction 04:00 bis 08:00,119
PRL_23_09_19,Primary control Auction 08:00 bis 12:00,122
PRL_23_09_19,Primary control Auction 12:00 bis 16:00,108
PRL_23_09_19,Primary control Auction 16:00 bis 20:00,124
PRL_23_09_19,Primary control Auction 20:00 bis 24:00,125
PRL_23_09_20,Primary control Auction 00:00 bis 04:00,81
PRL_23_09_20,Primary control Auction 04:00 bis 08:00,76
PRL_23_09_20,Primary control Auction 08:00 bis 12:00,86
PRL_23_09_20,Primary control Auction 12:00 bis 16:00,61
PRL_23_09_20,Primary control Auction 16:00 bis 20:00,117
PRL_23_09_20,Primary control Auction 20:00 bis 24:00,89
PRL_23_09_21,Primary control Auction 00:00 bis 04:00,100
PRL_23_09_21,Primary control Auction 04:00 bis 08:00,69
PRL_23_09_21,Primary control Auction 08:00 bis 12:00,103
PRL_23_09_21,Primary control Auction 12:00 bis 16:00,50
PRL_23_09_21,Primary control Auction 16:00 bis 20:00,113
PRL_23_09_21,Primary control Auction 20:00 bis 24:00,92
PRL_23_09_22,Primary control Auction 00:00 bis 04:00,46
PRL_23_09_22,Primary control Auction 04:00 bis 08:00,20
PRL_23_09_22,Primary control Auction 08:00 bis 12:00,24
PRL_23_09_22,Primary control Auction 12:00 bis 16:00,74
PRL_23_09_22,Primary control Auction 16:00 bis 20:00,52
PRL_23_09_22,Primary control Auction 20:00 bis 24:00,41
PRL_23_09_23,Primary control Auction 00:00 bis 04:00,84
PRL_23_09_23,Primary control Auction 04:00 bis 08:00,87
PRL_23_09_23,Primary control Auction 08:00 bis 12:00,85
PRL_23_09_23,Primary control Auction 12:00 bis 16:00,101
PRL_23_09_23,Primary control Auction 16:00 bis 20:00,92
PRL_23_09_23,Primary control Auction 20:00 bis 24:00,89
PRL_23_09_24,Primary control Auction 00:00 bis 04:00,76
PRL_23_09_24,Primary control Auction 04:00 bis 08:00,76
PRL_23_09_24,Primary control Auction 08:00 bis 12:00,84
PRL_23_09_24,Primary control Auction 12:00 bis 16:00,84
PRL_23_09_24,Primary control Auction 16:00 bis 20:00,82
PRL_23_09_24,Primary control Auction 20:00 bis 24:00,70
PRL_23_09_25,Primary control Auction 00:00 bis 04:00,81
PRL_23_09_25,Primary control Auction 04:00 bis 08:00,91
PRL_23_09_25,Primary control Auction 08:00 bis 12:00,118
PRL_23_09_25,Primary control Auction 12:00 bis 16:00,81
PRL_23_09_25,Primary control Auction 16:00 bis 20:00,135
PRL_23_09_25,Primary control Auction 20:00 bis 24:00,90
PRL_23_09_26,Primary control Auction 00:00 bis 04:00,69
PRL_23_09_26,Primary control Auction 04:00 bis 08:00,87
PRL_23_09_26,Primary control Auction 08:00 bis 12:00,162
PRL_23_09_26,Primary control Auction 12:00 bis 16:00,60
PRL_23_09_26,Primary control Auction 16:00 bis 20:00,140
PRL_23_09_26,Primary control Auction 20:00 bis 24:00,103
PRL_23_09_27,Primary control Auction 00:00 bis 04:00,85
PRL_23_09_27,Primary control Auction 04:00 bis 08:00,145
PRL_23_09_27,Primary control Auction 08:00 bis 12:00,120
PRL_23_09_27,Primary control Auction 12:00 bis 16:00,80
PRL_23_09_27,Primary control Auction 16:00 bis 20:00,153
PRL_23_09_27,Primary control Auction 20:00 bis 24:00,83
PRL_23_09_28,Primary control Auction 00:00 bis 04:00,63
PRL_23_09_28,Primary control Auction 04:00 bis 08:00,70
PRL_23_09_28,Primary control Auction 08:00 bis 12:00,95
PRL_23_09_28,Primary control Auction 12:00 bis 16:00,67
PRL_23_09_28,Primary control Auction 16:00 bis 20:00,112
PRL_23_09_28,Primary control Auction 20:00 bis 24:00,121
PRL_23_09_29,Primary control Auction 00:00 bis 04:00,24
PRL_23_09_29,Primary control Auction 04:00 bis 08:00,53
PRL_23_09_29,Primary control Auction 08:00 bis 12:00,98
PRL_23_09_29,Primary control Auction 12:00 bis 16:00,54
PRL_23_09_29,Primary control Auction 16:00 bis 20:00,125
PRL_23_09_29,Primary control Auction 20:00 bis 24:00,95
PRL_23_09_30,Primary control Auction 00:00 bis 04:00,62
PRL_23_09_30,Primary control Auction 04:00 bis 08:00,63
PRL_23_09_30,Primary control Auction 08:00 bis 12:00,59
PRL_23_09_30,Primary control Auction 12:00 bis 16:00,59
PRL_23_09_30,Primary control Auction 16:00 bis 20:00,118
PRL_23_09_30,Primary control Auction 20:00 bis 24:00,145
PRL_23_10_01,Primary control Auction 00:00 bis 04:00,52
PRL_23_10_01,Primary control Auction 04:00 bis 08:00,54
PRL_23_10_01,Primary control Auction 08:00 bis 12:00,42
PRL_23_10_01,Primary control Auction 12:00 bis 16:00,65
PRL_23_10_01,Primary control Auction 16:00 bis 20:00,81
PRL_23_10_01,Primary control Auction 20:00 bis 24:00,135
PRL_23_10_02,Primary control Auction 00:00 bis 04:00,46
PRL_23_10_02,Primary control Auction 04:00 bis 08:00,82
PRL_23_10_02,Primary control Auction 08:00 bis 12:00,143
PRL_23_10_02,Primary control Auction 12:00 bis 16:00,131
PRL_23_10_02,Primary control Auction 16:00 bis 20:00,147
PRL_23_10_02,Primary control Auction 20:00 bis 24:00,118
PRL_23_10_03,Primary control Auction 00:00 bis 04:00,52
PRL_23_10_03,Primary control Auction 04:00 bis 08:00,57
PRL_23_10_03,Primary control Auction 08:00 bis 12:00,67
PRL_23_10_03,Primary control Auction 12:00 bis 16:00,71
PRL_23_10_03,Primary control Auction 16:00 bis 20:00,94
PRL_23_10_03,Primary control Auction 20:00 bis 24:00,135
PRL_23_10_04,Primary control Auction 00:00 bis 04:00,55
PRL_23_10_04,Primary control Auction 04:00 bis 08:00,60
PRL_23_10_04,Primary control Auction 08:00 bis 12:00,140
PRL_23_10_04,Primary control Auction 12:00 bis 16:00,64
PRL_23_10_04,Primary control Auction 16:00 bis 20:00,130
PRL_23_10_04,Primary control Auction 20:00 bis 24:00,85
PRL_23_10_05,Primary control Auction 00:00 bis 04:00,72
PRL_23_10_05,Primary control Auction 04:00 bis 08:00,62
PRL_23_10_05,Primary control Auction 08:00 bis 12:00,137
PRL_23_10_05,Primary control Auction 12:00 bis 16:00,55
PRL_23_10_05,Primary control Auction 16:00 bis 20:00,124
PRL_23_10_05,Primary control Auction 20:00 bis 24:00,112
PRL_23_10_06,Primary control Auction 00:00 bis 04:00,65
PRL_23_10_06,Primary control Auction 04:00 bis 08:00,59
PRL_23_10_06,Primary control Auction 08:00 bis 12:00,111
PRL_23_10_06,Primary control Auction 12:00 bis 16:00,93
PRL_23_10_06,Primary control Auction 16:00 bis 20:00,73
PRL_23_10_06,Primary control Auction 20:00 bis 24:00,69
PRL_23_10_07,Primary control Auction 00:00 bis 04:00,64
PRL_23_10_07,Primary control Auction 04:00 bis 08:00,62
PRL_23_10_07,Primary control Auction 08:00 bis 12:00,62
PRL_23_10_07,Primary control Auction 12:00 bis 16:00,66
PRL_23_10_07,Primary control Auction 16:00 bis 20:00,75
PRL_23_10_07,Primary control Auction 20:00 bis 24:00,61
PRL_23_10_08,Primary control Auction 00:00 bis 04:00,56
PRL_23_10_08,Primary control Auction 04:00 bis 08:00,59
PRL_23_10_08,Primary control Auction 08:00 bis 12:00,66
PRL_23_10_08,Primary control Auction 12:00 bis 16:00,60
PRL_23_10_08,Primary control Auction 16:00 bis 20:00,131
PRL_23_10_08,Primary control Auction 20:00 bis 24:00,109
PRL_23_10_09,Primary control Auction 00:00 bis 04:00,55
PRL_23_10_09,Primary control Auction 04:00 bis 08:00,65
PRL_23_10_09,Primary control Auction 08:00 bis 12:00,158
PRL_23_10_09,Primary control Auction 12:00 bis 16:00,141
PRL_23_10_09,Primary control Auction 16:00 bis 20:00,150
PRL_23_10_09,Primary control Auction 20:00 bis 24:00,104
PRL_23_10_10,Primary control Auction 00:00 bis 04:00,65
PRL_23_10_10,Primary control Auction 04:00 bis 08:00,74
PRL_23_10_10,Primary control Auction 08:00 bis 12:00,76
PRL_23_10_10,Primary control Auction 12:00 bis 16:00,60
PRL_23_10_10,Primary control Auction 16:00 bis 20:00,86
PRL_23_10_10,Primary control Auction 20:00 bis 24:00,70
PRL_23_10_11,Primary control Auction 00:00 bis 04:00,56
PRL_23_10_11,Primary control Auction 04:00 bis 08:00,53
PRL_23_10_11,Primary control Auction 08:00 bis 12:00,82
PRL_23_10_11,Primary control Auction 12:00 bis 16:00,77
PRL_23_10_11,Primary control Auction 16:00 bis 20:00,78
PRL_23_10_11,Primary control Auction 20:00 bis 24:00,84
PRL_23_10_12,Primary control Auction 00:00 bis 04:00,56
PRL_23_10_12,Primary control Auction 04:00 bis 08:00,56
PRL_23_10_12,Primary control Auction 08:00 bis 12:00,61
PRL_23_10_12,Primary control Auction 12:00 bis 16:00,46
PRL_23_10_12,Primary control Auction 16:00 bis 20:00,96
PRL_23_10_12,Primary control Auction 20:00 bis 24:00,55
PRL_23_10_13,Primary control Auction 00:00 bis 04:00,34
PRL_23_10_13,Primary control Auction 04:00 bis 08:00,45
PRL_23_10_13,Primary control Auction 08:00 bis 12:00,52
PRL_23_10_13,Primary control Auction 12:00 bis 16:00,73
PRL_23_10_13,Primary control Auction 16:00 bis 20:00,83
PRL_23_10_13,Primary control Auction 20:00 bis 24:00,52
PRL_23_10_14,Primary control Auction 00:00 bis 04:00,54
PRL_23_10_14,Primary control Auction 04:00 bis 08:00,53
PRL_23_10_14,Primary control Auction 08:00 bis 12:00,49
PRL_23_10_14,Primary control Auction 12:00 bis 16:00,80
PRL_23_10_14,Primary control Auction 16:00 bis 20:00,79
PRL_23_10_14,Primary control Auction 20:00 bis 24:00,54
PRL_23_10_15,Primary control Auction 00:00 bis 04:00,45
PRL_23_10_15,Primary control Auction 04:00 bis 08:00,44
PRL_23_10_15,Primary control Auction 08:00 bis 12:00,43
PRL_23_10_15,Primary control Auction 12:00 bis 16:00,63
PRL_23_10_15,Primary control Auction 16:00 bis 20:00,64
PRL_23_10_15,Primary control Auction 20:00 bis 24:00,47
PRL_23_10_16,Primary control Auction 00:00 bis 04:00,55
PRL_23_10_16,Primary control Auction 04:00 bis 08:00,60
PRL_23_10_16,Primary control Auction 08:00 bis 12:00,69
PRL_23_10_16,Primary control Auction 12:00 bis 16:00,31
PRL_23_10_16,Primary control Auction 16:00 bis 20:00,47
PRL_23_10_16,Primary control Auction 20:00 bis 24:00,46
PRL_23_10_17,Primary control Auction 00:00 bis 04:00,31
PRL_23_10_17,Primary control Auction 04:00 bis 08:00,45
PRL_23_10_17,Primary control Auction 08:00 bis 12:00,44
PRL_23_10_17,Primary control Auction 12:00 bis 16:00,32
PRL_23_10_17,Primary control Auction 16:00 bis 20:00,74
PRL_23_10_17,Primary control Auction 20:00 bis 24:00,45
PRL_23_10_18,Primary control Auction 00:00 bis 04:00,33
PRL_23_10_18,Primary control Auction 04:00 bis 08:00,41
PRL_23_10_18,Primary control Auction 08:00 bis 12:00,65
PRL_23_10_18,Primary control Auction 12:00 bis 16:00,62
PRL_23_10_18,Primary control Auction 16:00 bis 20:00,68
PRL_23_10_18,Primary control Auction 20:00 bis 24:00,65
PRL_23_10_19,Primary control Auction 00:00 bis 04:00,62
PRL_23_10_19,Primary control Auction 04:00 bis 08:00,72
PRL_23_10_19,Primary control Auction 08:00 bis 12:00,105
PRL_23_10_19,Primary control Auction 12:00 bis 16:00,59
PRL_23_10_19,Primary control Auction 16:00 bis 20:00,116
PRL_23_10_19,Primary control Auction 20:00 bis 24:00,64
PRL_23_10_20,Primary control Auction 00:00 bis 04:00,90
PRL_23_10_20,Primary control Auction 04:00 bis 08:00,64
PRL_23_10_20,Primary control Auction 08:00 bis 12:00,80
PRL_23_10_20,Primary control Auction 12:00 bis 16:00,63
PRL_23_10_20,Primary control Auction 16:00 bis 20:00,79
PRL_23_10_20,Primary control Auction 20:00 bis 24:00,101
PRL_23_10_21,Primary control Auction 00:00 bis 04:00,73
PRL_23_10_21,Primary control Auction 04:00 bis 08:00,66
PRL_23_10_21,Primary control Auction 08:00 bis 12:00,72
PRL_23_10_21,Primary control Auction 12:00 bis 16:00,77
PRL_23_10_21,Primary control Auction 16:00 bis 20:00,80
PRL_23_10_21,Primary control Auction 20:00 bis 24:00,76
PRL_23_10_22,Primary control Auction 00:00 bis 04:00,72
PRL_23_10_22,Primary control Auction 04:00 bis 08:00,62
PRL_23_10_22,Primary control Auction 08:00 bis 12:00,65
PRL_23_10_22,Primary control Auction 12:00 bis 16:00,64
PRL_23_10_22,Primary control Auction 16:00 bis 20:00,71
PRL_23_10_22,Primary control Auction 20:00 bis 24:00,65
PRL_23_10_23,Primary control Auction 00:00 bis 04:00,61
PRL_23_10_23,Primary control Auction 04:00 bis 08:00,110
PRL_23_10_23,Primary control Auction 08:00 bis 12:00,146
PRL_23_10_23,Primary control Auction 12:00 bis 16:00,144
PRL_23_10_23,Primary control Auction 16:00 bis 20:00,131
PRL_23_10_23,Primary control Auction 20:00 bis 24:00,123
PRL_23_10_24,Primary control Auction 00:00 bis 04:00,48
PRL_23_10_24,Primary control Auction 04:00 bis 08:00,51
PRL_23_10_24,Primary control Auction 08:00 bis 12:00,82
PRL_23_10_24,Primary control Auction 12:00 bis 16:00,87
PRL_23_10_24,Primary control Auction 16:00 bis 20:00,74
PRL_23_10_24,Primary control Auction 20:00 bis 24:00,60
PRL_23_10_25,Primary control Auction 00:00 bis 04:00,41
PRL_23_10_25,Primary control Auction 04:00 bis 08:00,44
PRL_23_10_25,Primary control Auction 08:00 bis 12:00,74
PRL_23_10_25,Primary control Auction 12:00 bis 16:00,70
PRL_23_10_25,Primary control Auction 16:00 bis 20:00,55
PRL_23_10_25,Primary control Auction 20:00 bis 24:00,51
PRL_23_10_26,Primary control Auction 00:00 bis 04:00,56
PRL_23_10_26,Primary control Auction 04:00 bis 08:00,70
PRL_23_10_26,Primary control Auction 08:00 bis 12:00,87
PRL_23_10_26,Primary control Auction 12:00 bis 16:00,75
PRL_23_10_26,Primary control Auction 16:00 bis 20:00,71
PRL_23_10_26,Primary control Auction 20:00 bis 24:00,58
PRL_23_10_27,Primary control Auction 00:00 bis 04:00,47
PRL_23_10_27,Primary control Auction 04:00 bis 08:00,56
PRL_23_10_27,Primary control Auction 08:00 bis 12:00,68
PRL_23_10_27,Primary control Auction 12:00 bis 16:00,64
PRL_23_10_27,Primary control Auction 16:00 bis 20:00,61
PRL_23_10_27,Primary control Auction 20:00 bis 24:00,65
