Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit
TRL-_15_03_08;Tertiary Power DOWN 00:00 bis 04:00;50;MW;0;MW;148;CHF/MW;0;CHF;37;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 00:00 bis 04:00;35;MW;25;MW;8.5;CHF/MW;212.5;CHF;2.12;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 00:00 bis 04:00;35;MW;5;MW;9;CHF/MW;45;CHF;2.25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 00:00 bis 04:00;35;MW;5;MW;11;CHF/MW;55;CHF;2.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 00:00 bis 04:00;35;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;7;MW;7;MW;10;CHF/MW;70;CHF;2.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;1.8;CHF/MW;9;CHF;0.45;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;155;CHF/MW;0;CHF;38.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;126.9;CHF/MW;0;CHF;31.72;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;5;MW;0;MW;5000;CHF/MW;0;CHF;1250;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;6;CHF/MW;60;CHF;1.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;7;CHF/MW;70;CHF;1.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;5;MW;0;MW;22;CHF/MW;0;CHF;5.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;90;MW;0;MW;93.18;CHF/MW;0;CHF;23.3;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;20;MW;20;MW;10;CHF/MW;200;CHF;2.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;20;MW;16;MW;10.5;CHF/MW;168;CHF;2.62;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;80;MW;0;MW;199;CHF/MW;0;CHF;49.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;50;MW;0;MW;210;CHF/MW;0;CHF;52.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;35;MW;29;MW;13.2;CHF/MW;382.8;CHF;3.3;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;35;MW;19;MW;15.6;CHF/MW;296.4;CHF;3.9;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;35;MW;5;MW;11;CHF/MW;55;CHF;2.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 04:00 bis 08:00;35;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;7;MW;7;MW;4;CHF/MW;28;CHF;1;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;5;MW;5;MW;1;CHF/MW;5;CHF;0.25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;139;CHF/MW;0;CHF;34.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;99.8;CHF/MW;0;CHF;24.95;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;5000;CHF/MW;0;CHF;1250;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;6;CHF/MW;60;CHF;1.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;24;CHF/MW;0;CHF;6;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;20;MW;16;MW;4.3;CHF/MW;68.8;CHF;1.08;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;80;MW;0;MW;199;CHF/MW;0;CHF;49.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;50;MW;0;MW;203;CHF/MW;0;CHF;50.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;35;MW;35;MW;14;CHF/MW;490;CHF;3.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;35;MW;23;MW;15.2;CHF/MW;349.6;CHF;3.8;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;35;MW;15;MW;19;CHF/MW;285;CHF;4.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 08:00 bis 12:00;35;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;7;MW;7;MW;4;CHF/MW;28;CHF;1;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;5;MW;5;MW;1;CHF/MW;5;CHF;0.25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;160;CHF/MW;0;CHF;40;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;104.6;CHF/MW;0;CHF;26.15;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;5000;CHF/MW;0;CHF;1250;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;2.5;CHF/MW;25;CHF;0.62;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;20;CHF/MW;200;CHF;5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;28;CHF/MW;0;CHF;7;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;20;MW;16;MW;4.1;CHF/MW;65.6;CHF;1.02;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;80;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;50;MW;0;MW;187;CHF/MW;0;CHF;46.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;35;MW;35;MW;18;CHF/MW;630;CHF;4.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;35;MW;23;MW;19.6;CHF/MW;450.8;CHF;4.9;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;35;MW;15;MW;20;CHF/MW;300;CHF;5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 12:00 bis 16:00;35;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;7;MW;7;MW;4;CHF/MW;28;CHF;1;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;5;MW;5;MW;0.8;CHF/MW;4;CHF;0.2;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;20;MW;0;MW;120;CHF/MW;0;CHF;30;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;98.1;CHF/MW;0;CHF;24.52;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;5000;CHF/MW;0;CHF;1250;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1.9;CHF/MW;19;CHF;0.48;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;20;MW;20;MW;16;CHF/MW;320;CHF;4;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;20;MW;16;MW;6.4;CHF/MW;102.4;CHF;1.6;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;80;MW;0;MW;199;CHF/MW;0;CHF;49.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;50;MW;0;MW;148;CHF/MW;0;CHF;37;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;35;MW;35;MW;8;CHF/MW;280;CHF;2;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;35;MW;23;MW;10.8;CHF/MW;248.4;CHF;2.7;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;35;MW;5;MW;7;CHF/MW;35;CHF;1.75;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 16:00 bis 20:00;35;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;7;MW;7;MW;4;CHF/MW;28;CHF;1;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;0.8;CHF/MW;4;CHF;0.2;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;20;MW;0;MW;72;CHF/MW;0;CHF;18;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;20;MW;0;MW;180;CHF/MW;0;CHF;45;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;74.3;CHF/MW;0;CHF;18.58;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;5000;CHF/MW;0;CHF;1250;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;1.9;CHF/MW;19;CHF;0.48;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;14;CHF/MW;70;CHF;3.5;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;20;MW;20;MW;16;CHF/MW;320;CHF;4;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;20;MW;16;MW;10.4;CHF/MW;166.4;CHF;2.6;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;80;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;50;MW;0;MW;149;CHF/MW;0;CHF;37.25;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;35;MW;33;MW;8.8;CHF/MW;290.4;CHF;2.2;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;35;MW;15;MW;12;CHF/MW;180;CHF;3;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;35;MW;10;MW;12.5;CHF/MW;125;CHF;3.12;CHF/MWh*
TRL-_15_03_08;Tertiary Power DOWN 20:00 bis 24:00;35;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;6;CHF/MW;30;CHF;1.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;10;MW;10;MW;10;CHF/MW;100;CHF;2.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;11;MW;11;MW;28.9;CHF/MW;317.9;CHF;7.22;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;20;MW;13;MW;31.4;CHF/MW;408.2;CHF;7.85;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;80;MW;65;MW;46;CHF/MW;2990;CHF;11.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;50;MW;0;MW;148;CHF/MW;0;CHF;37;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;7;MW;7;MW;14.6;CHF/MW;102.2;CHF;3.65;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;19.3;CHF/MW;96.5;CHF;4.82;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;24.1;CHF/MW;120.5;CHF;6.02;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;90;MW;0;MW;66.6;CHF/MW;0;CHF;16.65;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;20;MW;0;MW;180;CHF/MW;0;CHF;45;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;20;MW;20;MW;8;CHF/MW;160;CHF;2;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;20;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;50;MW;50;MW;12;CHF/MW;600;CHF;3;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;50;MW;50;MW;15;CHF/MW;750;CHF;3.75;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;50;MW;40;MW;18.4;CHF/MW;736;CHF;4.6;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;40;MW;25;MW;25;CHF/MW;625;CHF;6.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 00:00 bis 04:00;40;MW;0;MW;100;CHF/MW;0;CHF;25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;6.5;CHF/MW;32.5;CHF;1.62;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;11;MW;11;MW;26.4;CHF/MW;290.4;CHF;6.6;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;20;MW;13;MW;27.9;CHF/MW;362.7;CHF;6.98;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;80;MW;0;MW;199;CHF/MW;0;CHF;49.75;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;50;MW;25;MW;58;CHF/MW;1450;CHF;14.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;6;MW;6;MW;17.8;CHF/MW;106.8;CHF;4.45;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;22.6;CHF/MW;113;CHF;5.65;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;26.3;CHF/MW;131.5;CHF;6.58;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;90;MW;0;MW;51.6;CHF/MW;0;CHF;12.9;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;20;MW;20;MW;8;CHF/MW;160;CHF;2;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;20;MW;20;MW;50;CHF/MW;1000;CHF;12.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;50;MW;50;MW;13;CHF/MW;650;CHF;3.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;50;MW;46;MW;15.68;CHF/MW;721.28;CHF;3.92;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;50;MW;50;MW;21;CHF/MW;1050;CHF;5.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;40;MW;25;MW;27;CHF/MW;675;CHF;6.75;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 04:00 bis 08:00;40;MW;25;MW;37;CHF/MW;925;CHF;9.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;2.2;CHF/MW;22;CHF;0.55;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;2.3;CHF/MW;23;CHF;0.58;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;2.4;CHF/MW;24;CHF;0.6;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;11;MW;0;MW;19.4;CHF/MW;0;CHF;4.85;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;84;CHF/MW;0;CHF;21;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;80;MW;0;MW;199;CHF/MW;0;CHF;49.75;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;50;MW;0;MW;148;CHF/MW;0;CHF;37;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;6;MW;6;MW;14;CHF/MW;84;CHF;3.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1;CHF/MW;10;CHF;0.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;25;MW;25;MW;1.4;CHF/MW;35;CHF;0.35;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;20;MW;20;MW;8;CHF/MW;160;CHF;2;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;20;MW;20;MW;2;CHF/MW;40;CHF;0.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;50;MW;50;MW;3.9;CHF/MW;195;CHF;0.98;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;50;MW;50;MW;5;CHF/MW;250;CHF;1.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;50;MW;45;MW;6.6;CHF/MW;297;CHF;1.65;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;40;MW;25;MW;7;CHF/MW;175;CHF;1.75;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 08:00 bis 12:00;40;MW;25;MW;12;CHF/MW;300;CHF;3;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;2.8;CHF/MW;28;CHF;0.7;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;2.9;CHF/MW;29;CHF;0.72;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;11;MW;11;MW;23.4;CHF/MW;257.4;CHF;5.85;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;85;CHF/MW;0;CHF;21.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;80;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;50;MW;0;MW;149;CHF/MW;0;CHF;37.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;7;MW;7;MW;14;CHF/MW;98;CHF;3.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1;CHF/MW;10;CHF;0.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1;CHF/MW;10;CHF;0.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;25;MW;25;MW;1.4;CHF/MW;35;CHF;0.35;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;20;MW;20;MW;8;CHF/MW;160;CHF;2;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;12;CHF/MW;120;CHF;3;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;50;MW;50;MW;4.9;CHF/MW;245;CHF;1.22;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;50;MW;48;MW;6.84;CHF/MW;328.32;CHF;1.71;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;50;MW;45;MW;11.8;CHF/MW;531;CHF;2.95;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;40;MW;25;MW;9;CHF/MW;225;CHF;2.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 12:00 bis 16:00;40;MW;25;MW;18;CHF/MW;450;CHF;4.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;2.4;CHF/MW;24;CHF;0.6;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;2.5;CHF/MW;25;CHF;0.62;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;11;MW;0;MW;20.1;CHF/MW;0;CHF;5.02;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;20;MW;0;MW;84;CHF/MW;0;CHF;21;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;80;MW;0;MW;199;CHF/MW;0;CHF;49.75;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;50;MW;0;MW;148;CHF/MW;0;CHF;37;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;7;MW;0;MW;14;CHF/MW;0;CHF;3.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1;CHF/MW;10;CHF;0.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1;CHF/MW;10;CHF;0.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;25;MW;25;MW;1.4;CHF/MW;35;CHF;0.35;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;20;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;20;MW;20;MW;8;CHF/MW;160;CHF;2;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;20;MW;20;MW;2;CHF/MW;40;CHF;0.5;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;50;MW;50;MW;3.9;CHF/MW;195;CHF;0.98;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;50;MW;46;MW;4.82;CHF/MW;221.72;CHF;1.2;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;50;MW;50;MW;7;CHF/MW;350;CHF;1.75;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;40;MW;30;MW;8;CHF/MW;240;CHF;2;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 16:00 bis 20:00;40;MW;25;MW;12;CHF/MW;300;CHF;3;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;2.5;CHF/MW;12.5;CHF;0.62;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 20:00 bis 24:00;11;MW;0;MW;26.4;CHF/MW;0;CHF;6.6;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 20:00 bis 24:00;20;MW;0;MW;85;CHF/MW;0;CHF;21.25;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 20:00 bis 24:00;80;MW;0;MW;200;CHF/MW;0;CHF;50;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 20:00 bis 24:00;50;MW;30;MW;24.2;CHF/MW;726;CHF;6.05;CHF/MWh*
TRL-_15_03_09;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;14;CHF/MW;140;CHF;3.5;CHF/MWh*
