Ausschreibung,Beschreibung,Total_MW
PRL_24_10_26,Primary control Auction 12:00 bis 16:00,50
PRL_24_10_26,Primary control Auction 16:00 bis 20:00,71
PRL_24_10_26,Primary control Auction 20:00 bis 24:00,54
PRL_24_10_27,Primary control Auction 00:00 bis 04:00,63
PRL_24_10_27,Primary control Auction 04:00 bis 08:00,48
PRL_24_10_27,Primary control Auction 08:00 bis 12:00,73
PRL_24_10_27,Primary control Auction 12:00 bis 16:00,73
PRL_24_10_27,Primary control Auction 16:00 bis 20:00,142
PRL_24_10_27,Primary control Auction 20:00 bis 24:00,70
PRL_24_10_28,Primary control Auction 00:00 bis 04:00,30
PRL_24_10_28,Primary control Auction 04:00 bis 08:00,39
PRL_24_10_28,Primary control Auction 08:00 bis 12:00,98
PRL_24_10_28,Primary control Auction 12:00 bis 16:00,26
PRL_24_10_28,Primary control Auction 16:00 bis 20:00,65
PRL_24_10_28,Primary control Auction 20:00 bis 24:00,30
PRL_24_10_29,Primary control Auction 00:00 bis 04:00,27
PRL_24_10_29,Primary control Auction 04:00 bis 08:00,34
PRL_24_10_29,Primary control Auction 08:00 bis 12:00,74
PRL_24_10_29,Primary control Auction 12:00 bis 16:00,92
PRL_24_10_29,Primary control Auction 16:00 bis 20:00,57
PRL_24_10_29,Primary control Auction 20:00 bis 24:00,34
PRL_24_10_30,Primary control Auction 00:00 bis 04:00,35
PRL_24_10_30,Primary control Auction 04:00 bis 08:00,37
PRL_24_10_30,Primary control Auction 08:00 bis 12:00,28
PRL_24_10_30,Primary control Auction 12:00 bis 16:00,59
PRL_24_10_30,Primary control Auction 16:00 bis 20:00,38
PRL_24_10_30,Primary control Auction 20:00 bis 24:00,29
PRL_24_10_31,Primary control Auction 00:00 bis 04:00,36
PRL_24_10_31,Primary control Auction 04:00 bis 08:00,34
PRL_24_10_31,Primary control Auction 08:00 bis 12:00,33
PRL_24_10_31,Primary control Auction 12:00 bis 16:00,35
PRL_24_10_31,Primary control Auction 16:00 bis 20:00,46
PRL_24_10_31,Primary control Auction 20:00 bis 24:00,30
PRL_24_11_01,Primary control Auction 00:00 bis 04:00,45
PRL_24_11_01,Primary control Auction 04:00 bis 08:00,45
PRL_24_11_01,Primary control Auction 08:00 bis 12:00,57
PRL_24_11_01,Primary control Auction 12:00 bis 16:00,45
PRL_24_11_01,Primary control Auction 16:00 bis 20:00,72
PRL_24_11_01,Primary control Auction 20:00 bis 24:00,35
PRL_24_11_02,Primary control Auction 00:00 bis 04:00,61
PRL_24_11_02,Primary control Auction 04:00 bis 08:00,66
PRL_24_11_02,Primary control Auction 08:00 bis 12:00,41
PRL_24_11_02,Primary control Auction 12:00 bis 16:00,46
PRL_24_11_02,Primary control Auction 16:00 bis 20:00,89
PRL_24_11_02,Primary control Auction 20:00 bis 24:00,61
PRL_24_11_03,Primary control Auction 00:00 bis 04:00,36
PRL_24_11_03,Primary control Auction 04:00 bis 08:00,26
PRL_24_11_03,Primary control Auction 08:00 bis 12:00,61
PRL_24_11_03,Primary control Auction 12:00 bis 16:00,62
PRL_24_11_03,Primary control Auction 16:00 bis 20:00,85
PRL_24_11_03,Primary control Auction 20:00 bis 24:00,31
PRL_24_11_04,Primary control Auction 00:00 bis 04:00,59
PRL_24_11_04,Primary control Auction 04:00 bis 08:00,47
PRL_24_11_04,Primary control Auction 08:00 bis 12:00,72
PRL_24_11_04,Primary control Auction 12:00 bis 16:00,80
PRL_24_11_04,Primary control Auction 16:00 bis 20:00,70
PRL_24_11_04,Primary control Auction 20:00 bis 24:00,58
PRL_24_11_05,Primary control Auction 00:00 bis 04:00,51
PRL_24_11_05,Primary control Auction 04:00 bis 08:00,62
PRL_24_11_05,Primary control Auction 08:00 bis 12:00,60
PRL_24_11_05,Primary control Auction 12:00 bis 16:00,63
PRL_24_11_05,Primary control Auction 16:00 bis 20:00,89
PRL_24_11_05,Primary control Auction 20:00 bis 24:00,36
PRL_24_11_06,Primary control Auction 00:00 bis 04:00,49
PRL_24_11_06,Primary control Auction 04:00 bis 08:00,70
PRL_24_11_06,Primary control Auction 08:00 bis 12:00,91
PRL_24_11_06,Primary control Auction 12:00 bis 16:00,94
PRL_24_11_06,Primary control Auction 16:00 bis 20:00,78
PRL_24_11_06,Primary control Auction 20:00 bis 24:00,65
PRL_24_11_07,Primary control Auction 00:00 bis 04:00,60
PRL_24_11_07,Primary control Auction 04:00 bis 08:00,80
PRL_24_11_07,Primary control Auction 08:00 bis 12:00,100
PRL_24_11_07,Primary control Auction 12:00 bis 16:00,91
PRL_24_11_07,Primary control Auction 16:00 bis 20:00,82
PRL_24_11_07,Primary control Auction 20:00 bis 24:00,70
PRL_24_11_08,Primary control Auction 00:00 bis 04:00,61
PRL_24_11_08,Primary control Auction 04:00 bis 08:00,72
PRL_24_11_08,Primary control Auction 08:00 bis 12:00,77
PRL_24_11_08,Primary control Auction 12:00 bis 16:00,109
PRL_24_11_08,Primary control Auction 16:00 bis 20:00,108
PRL_24_11_08,Primary control Auction 20:00 bis 24:00,65
PRL_24_11_09,Primary control Auction 00:00 bis 04:00,61
PRL_24_11_09,Primary control Auction 04:00 bis 08:00,88
PRL_24_11_09,Primary control Auction 08:00 bis 12:00,81
PRL_24_11_09,Primary control Auction 12:00 bis 16:00,71
PRL_24_11_09,Primary control Auction 16:00 bis 20:00,109
PRL_24_11_09,Primary control Auction 20:00 bis 24:00,67
PRL_24_11_10,Primary control Auction 00:00 bis 04:00,54
PRL_24_11_10,Primary control Auction 04:00 bis 08:00,87
PRL_24_11_10,Primary control Auction 08:00 bis 12:00,64
PRL_24_11_10,Primary control Auction 12:00 bis 16:00,62
PRL_24_11_10,Primary control Auction 16:00 bis 20:00,63
PRL_24_11_10,Primary control Auction 20:00 bis 24:00,74
PRL_24_11_11,Primary control Auction 00:00 bis 04:00,88
PRL_24_11_11,Primary control Auction 04:00 bis 08:00,105
PRL_24_11_11,Primary control Auction 08:00 bis 12:00,162
PRL_24_11_11,Primary control Auction 12:00 bis 16:00,162
PRL_24_11_11,Primary control Auction 16:00 bis 20:00,89
PRL_24_11_11,Primary control Auction 20:00 bis 24:00,123
PRL_24_11_12,Primary control Auction 00:00 bis 04:00,95
PRL_24_11_12,Primary control Auction 04:00 bis 08:00,138
PRL_24_11_12,Primary control Auction 08:00 bis 12:00,101
PRL_24_11_12,Primary control Auction 12:00 bis 16:00,129
PRL_24_11_12,Primary control Auction 16:00 bis 20:00,83
PRL_24_11_12,Primary control Auction 20:00 bis 24:00,75
PRL_24_11_13,Primary control Auction 00:00 bis 04:00,85
PRL_24_11_13,Primary control Auction 04:00 bis 08:00,91
PRL_24_11_13,Primary control Auction 08:00 bis 12:00,97
PRL_24_11_13,Primary control Auction 12:00 bis 16:00,112
PRL_24_11_13,Primary control Auction 16:00 bis 20:00,121
PRL_24_11_13,Primary control Auction 20:00 bis 24:00,59
PRL_24_11_14,Primary control Auction 00:00 bis 04:00,63
PRL_24_11_14,Primary control Auction 04:00 bis 08:00,77
PRL_24_11_14,Primary control Auction 08:00 bis 12:00,129
PRL_24_11_14,Primary control Auction 12:00 bis 16:00,89
PRL_24_11_14,Primary control Auction 16:00 bis 20:00,81
PRL_24_11_14,Primary control Auction 20:00 bis 24:00,49
PRL_24_11_15,Primary control Auction 00:00 bis 04:00,52
PRL_24_11_15,Primary control Auction 04:00 bis 08:00,75
PRL_24_11_15,Primary control Auction 08:00 bis 12:00,131
PRL_24_11_15,Primary control Auction 12:00 bis 16:00,83
PRL_24_11_15,Primary control Auction 16:00 bis 20:00,147
PRL_24_11_15,Primary control Auction 20:00 bis 24:00,56
PRL_24_11_16,Primary control Auction 00:00 bis 04:00,51
PRL_24_11_16,Primary control Auction 04:00 bis 08:00,53
PRL_24_11_16,Primary control Auction 08:00 bis 12:00,58
PRL_24_11_16,Primary control Auction 12:00 bis 16:00,70
PRL_24_11_16,Primary control Auction 16:00 bis 20:00,129
PRL_24_11_16,Primary control Auction 20:00 bis 24:00,59
PRL_24_11_17,Primary control Auction 00:00 bis 04:00,52
PRL_24_11_17,Primary control Auction 04:00 bis 08:00,41
PRL_24_11_17,Primary control Auction 08:00 bis 12:00,65
PRL_24_11_17,Primary control Auction 12:00 bis 16:00,56
PRL_24_11_17,Primary control Auction 16:00 bis 20:00,138
PRL_24_11_17,Primary control Auction 20:00 bis 24:00,73
PRL_24_11_18,Primary control Auction 00:00 bis 04:00,69
PRL_24_11_18,Primary control Auction 04:00 bis 08:00,83
PRL_24_11_18,Primary control Auction 08:00 bis 12:00,129
PRL_24_11_18,Primary control Auction 12:00 bis 16:00,134
PRL_24_11_18,Primary control Auction 16:00 bis 20:00,123
PRL_24_11_18,Primary control Auction 20:00 bis 24:00,93
PRL_24_11_19,Primary control Auction 00:00 bis 04:00,69
PRL_24_11_19,Primary control Auction 04:00 bis 08:00,62
PRL_24_11_19,Primary control Auction 08:00 bis 12:00,158
PRL_24_11_19,Primary control Auction 12:00 bis 16:00,148
PRL_24_11_19,Primary control Auction 16:00 bis 20:00,162
PRL_24_11_19,Primary control Auction 20:00 bis 24:00,65
PRL_24_11_20,Primary control Auction 00:00 bis 04:00,55
PRL_24_11_20,Primary control Auction 04:00 bis 08:00,155
PRL_24_11_20,Primary control Auction 08:00 bis 12:00,115
PRL_24_11_20,Primary control Auction 12:00 bis 16:00,146
PRL_24_11_20,Primary control Auction 16:00 bis 20:00,162
PRL_24_11_20,Primary control Auction 20:00 bis 24:00,68
PRL_24_11_21,Primary control Auction 00:00 bis 04:00,70
PRL_24_11_21,Primary control Auction 04:00 bis 08:00,86
PRL_24_11_21,Primary control Auction 08:00 bis 12:00,102
PRL_24_11_21,Primary control Auction 12:00 bis 16:00,94
PRL_24_11_21,Primary control Auction 16:00 bis 20:00,112
PRL_24_11_21,Primary control Auction 20:00 bis 24:00,51
PRL_24_11_22,Primary control Auction 00:00 bis 04:00,60
PRL_24_11_22,Primary control Auction 04:00 bis 08:00,87
PRL_24_11_22,Primary control Auction 08:00 bis 12:00,78
PRL_24_11_22,Primary control Auction 12:00 bis 16:00,62
PRL_24_11_22,Primary control Auction 16:00 bis 20:00,111
PRL_24_11_22,Primary control Auction 20:00 bis 24:00,40
PRL_24_11_23,Primary control Auction 00:00 bis 04:00,56
PRL_24_11_23,Primary control Auction 04:00 bis 08:00,66
PRL_24_11_23,Primary control Auction 08:00 bis 12:00,57
PRL_24_11_23,Primary control Auction 12:00 bis 16:00,56
PRL_24_11_23,Primary control Auction 16:00 bis 20:00,133
PRL_24_11_23,Primary control Auction 20:00 bis 24:00,60
PRL_24_11_24,Primary control Auction 00:00 bis 04:00,73
PRL_24_11_24,Primary control Auction 04:00 bis 08:00,53
PRL_24_11_24,Primary control Auction 08:00 bis 12:00,58
PRL_24_11_24,Primary control Auction 12:00 bis 16:00,50
PRL_24_11_24,Primary control Auction 16:00 bis 20:00,96
PRL_24_11_24,Primary control Auction 20:00 bis 24:00,54
PRL_24_11_25,Primary control Auction 00:00 bis 04:00,49
PRL_24_11_25,Primary control Auction 04:00 bis 08:00,52
PRL_24_11_25,Primary control Auction 08:00 bis 12:00,67
PRL_24_11_25,Primary control Auction 12:00 bis 16:00,59
PRL_24_11_25,Primary control Auction 16:00 bis 20:00,57
PRL_24_11_25,Primary control Auction 20:00 bis 24:00,60
PRL_24_11_26,Primary control Auction 00:00 bis 04:00,57
PRL_24_11_26,Primary control Auction 04:00 bis 08:00,57
PRL_24_11_26,Primary control Auction 08:00 bis 12:00,74
PRL_24_11_26,Primary control Auction 12:00 bis 16:00,76
PRL_24_11_26,Primary control Auction 16:00 bis 20:00,85
PRL_24_11_26,Primary control Auction 20:00 bis 24:00,50
PRL_24_11_27,Primary control Auction 00:00 bis 04:00,53
PRL_24_11_27,Primary control Auction 04:00 bis 08:00,61
PRL_24_11_27,Primary control Auction 08:00 bis 12:00,122
PRL_24_11_27,Primary control Auction 12:00 bis 16:00,79
PRL_24_11_27,Primary control Auction 16:00 bis 20:00,109
PRL_24_11_27,Primary control Auction 20:00 bis 24:00,62
PRL_24_11_28,Primary control Auction 00:00 bis 04:00,63
PRL_24_11_28,Primary control Auction 04:00 bis 08:00,84
PRL_24_11_28,Primary control Auction 08:00 bis 12:00,96
PRL_24_11_28,Primary control Auction 12:00 bis 16:00,116
PRL_24_11_28,Primary control Auction 16:00 bis 20:00,80
PRL_24_11_28,Primary control Auction 20:00 bis 24:00,48
PRL_24_11_29,Primary control Auction 00:00 bis 04:00,95
PRL_24_11_29,Primary control Auction 04:00 bis 08:00,159
PRL_24_11_29,Primary control Auction 08:00 bis 12:00,115
PRL_24_11_29,Primary control Auction 12:00 bis 16:00,162
PRL_24_11_29,Primary control Auction 16:00 bis 20:00,86
PRL_24_11_29,Primary control Auction 20:00 bis 24:00,81
PRL_24_11_30,Primary control Auction 00:00 bis 04:00,43
PRL_24_11_30,Primary control Auction 04:00 bis 08:00,49
PRL_24_11_30,Primary control Auction 08:00 bis 12:00,64
PRL_24_11_30,Primary control Auction 12:00 bis 16:00,58
PRL_24_11_30,Primary control Auction 16:00 bis 20:00,120
PRL_24_11_30,Primary control Auction 20:00 bis 24:00,44
PRL_24_12_01,Primary control Auction 00:00 bis 04:00,38
PRL_24_12_01,Primary control Auction 04:00 bis 08:00,42
PRL_24_12_01,Primary control Auction 08:00 bis 12:00,57
PRL_24_12_01,Primary control Auction 12:00 bis 16:00,48
PRL_24_12_01,Primary control Auction 16:00 bis 20:00,145
PRL_24_12_01,Primary control Auction 20:00 bis 24:00,70
PRL_24_12_02,Primary control Auction 00:00 bis 04:00,41
PRL_24_12_02,Primary control Auction 04:00 bis 08:00,132
PRL_24_12_02,Primary control Auction 08:00 bis 12:00,119
PRL_24_12_02,Primary control Auction 12:00 bis 16:00,105
PRL_24_12_02,Primary control Auction 16:00 bis 20:00,106
PRL_24_12_02,Primary control Auction 20:00 bis 24:00,32
PRL_24_12_03,Primary control Auction 00:00 bis 04:00,19
PRL_24_12_03,Primary control Auction 04:00 bis 08:00,25
PRL_24_12_03,Primary control Auction 08:00 bis 12:00,79
PRL_24_12_03,Primary control Auction 12:00 bis 16:00,60
PRL_24_12_03,Primary control Auction 16:00 bis 20:00,41
PRL_24_12_03,Primary control Auction 20:00 bis 24:00,19
PRL_24_12_04,Primary control Auction 00:00 bis 04:00,71
PRL_24_12_04,Primary control Auction 04:00 bis 08:00,64
PRL_24_12_04,Primary control Auction 08:00 bis 12:00,56
PRL_24_12_04,Primary control Auction 12:00 bis 16:00,63
PRL_24_12_04,Primary control Auction 16:00 bis 20:00,73
PRL_24_12_04,Primary control Auction 20:00 bis 24:00,40
PRL_24_12_05,Primary control Auction 00:00 bis 04:00,34
PRL_24_12_05,Primary control Auction 04:00 bis 08:00,113
PRL_24_12_05,Primary control Auction 08:00 bis 12:00,101
PRL_24_12_05,Primary control Auction 12:00 bis 16:00,120
PRL_24_12_05,Primary control Auction 16:00 bis 20:00,143
PRL_24_12_05,Primary control Auction 20:00 bis 24:00,120
PRL_24_12_06,Primary control Auction 00:00 bis 04:00,36
PRL_24_12_06,Primary control Auction 04:00 bis 08:00,45
PRL_24_12_06,Primary control Auction 08:00 bis 12:00,80
PRL_24_12_06,Primary control Auction 12:00 bis 16:00,99
PRL_24_12_06,Primary control Auction 16:00 bis 20:00,135
PRL_24_12_06,Primary control Auction 20:00 bis 24:00,51
PRL_24_12_07,Primary control Auction 00:00 bis 04:00,36
PRL_24_12_07,Primary control Auction 04:00 bis 08:00,31
PRL_24_12_07,Primary control Auction 08:00 bis 12:00,35
PRL_24_12_07,Primary control Auction 12:00 bis 16:00,38
PRL_24_12_07,Primary control Auction 16:00 bis 20:00,73
PRL_24_12_07,Primary control Auction 20:00 bis 24:00,42
PRL_24_12_08,Primary control Auction 00:00 bis 04:00,41
PRL_24_12_08,Primary control Auction 04:00 bis 08:00,35
PRL_24_12_08,Primary control Auction 08:00 bis 12:00,44
PRL_24_12_08,Primary control Auction 12:00 bis 16:00,38
PRL_24_12_08,Primary control Auction 16:00 bis 20:00,55
PRL_24_12_08,Primary control Auction 20:00 bis 24:00,39
PRL_24_12_09,Primary control Auction 00:00 bis 04:00,73
PRL_24_12_09,Primary control Auction 04:00 bis 08:00,76
PRL_24_12_09,Primary control Auction 08:00 bis 12:00,132
PRL_24_12_09,Primary control Auction 12:00 bis 16:00,136
PRL_24_12_09,Primary control Auction 16:00 bis 20:00,149
PRL_24_12_09,Primary control Auction 20:00 bis 24:00,64
PRL_24_12_10,Primary control Auction 00:00 bis 04:00,51
PRL_24_12_10,Primary control Auction 04:00 bis 08:00,98
PRL_24_12_10,Primary control Auction 08:00 bis 12:00,65
PRL_24_12_10,Primary control Auction 12:00 bis 16:00,62
PRL_24_12_10,Primary control Auction 16:00 bis 20:00,74
PRL_24_12_10,Primary control Auction 20:00 bis 24:00,44
PRL_24_12_11,Primary control Auction 00:00 bis 04:00,109
PRL_24_12_11,Primary control Auction 04:00 bis 08:00,80
PRL_24_12_11,Primary control Auction 08:00 bis 12:00,69
PRL_24_12_11,Primary control Auction 12:00 bis 16:00,73
PRL_24_12_11,Primary control Auction 16:00 bis 20:00,70
PRL_24_12_11,Primary control Auction 20:00 bis 24:00,65
PRL_24_12_12,Primary control Auction 00:00 bis 04:00,70
PRL_24_12_12,Primary control Auction 04:00 bis 08:00,70
PRL_24_12_12,Primary control Auction 08:00 bis 12:00,67
PRL_24_12_12,Primary control Auction 12:00 bis 16:00,72
PRL_24_12_12,Primary control Auction 16:00 bis 20:00,76
PRL_24_12_12,Primary control Auction 20:00 bis 24:00,67
PRL_24_12_13,Primary control Auction 00:00 bis 04:00,57
PRL_24_12_13,Primary control Auction 04:00 bis 08:00,80
PRL_24_12_13,Primary control Auction 08:00 bis 12:00,80
PRL_24_12_13,Primary control Auction 12:00 bis 16:00,93
PRL_24_12_13,Primary control Auction 16:00 bis 20:00,95
PRL_24_12_13,Primary control Auction 20:00 bis 24:00,69
PRL_24_12_14,Primary control Auction 00:00 bis 04:00,34
PRL_24_12_14,Primary control Auction 04:00 bis 08:00,44
PRL_24_12_14,Primary control Auction 08:00 bis 12:00,88
PRL_24_12_14,Primary control Auction 12:00 bis 16:00,80
PRL_24_12_14,Primary control Auction 16:00 bis 20:00,99
PRL_24_12_14,Primary control Auction 20:00 bis 24:00,38
PRL_24_12_15,Primary control Auction 00:00 bis 04:00,61
PRL_24_12_15,Primary control Auction 04:00 bis 08:00,57
PRL_24_12_15,Primary control Auction 08:00 bis 12:00,75
PRL_24_12_15,Primary control Auction 12:00 bis 16:00,52
PRL_24_12_15,Primary control Auction 16:00 bis 20:00,122
PRL_24_12_15,Primary control Auction 20:00 bis 24:00,101
PRL_24_12_16,Primary control Auction 00:00 bis 04:00,39
PRL_24_12_16,Primary control Auction 04:00 bis 08:00,68
PRL_24_12_16,Primary control Auction 08:00 bis 12:00,100
PRL_24_12_16,Primary control Auction 12:00 bis 16:00,134
PRL_24_12_16,Primary control Auction 16:00 bis 20:00,114
PRL_24_12_16,Primary control Auction 20:00 bis 24:00,63
PRL_24_12_17,Primary control Auction 00:00 bis 04:00,111
PRL_24_12_17,Primary control Auction 04:00 bis 08:00,74
PRL_24_12_17,Primary control Auction 08:00 bis 12:00,75
PRL_24_12_17,Primary control Auction 12:00 bis 16:00,100
PRL_24_12_17,Primary control Auction 16:00 bis 20:00,65
PRL_24_12_17,Primary control Auction 20:00 bis 24:00,47
PRL_24_12_18,Primary control Auction 00:00 bis 04:00,78
PRL_24_12_18,Primary control Auction 04:00 bis 08:00,61
PRL_24_12_18,Primary control Auction 08:00 bis 12:00,81
PRL_24_12_18,Primary control Auction 12:00 bis 16:00,134
PRL_24_12_18,Primary control Auction 16:00 bis 20:00,92
PRL_24_12_18,Primary control Auction 20:00 bis 24:00,79
PRL_24_12_19,Primary control Auction 00:00 bis 04:00,29
PRL_24_12_19,Primary control Auction 04:00 bis 08:00,46
PRL_24_12_19,Primary control Auction 08:00 bis 12:00,73
PRL_24_12_19,Primary control Auction 12:00 bis 16:00,69
PRL_24_12_19,Primary control Auction 16:00 bis 20:00,67
PRL_24_12_19,Primary control Auction 20:00 bis 24:00,76
PRL_24_12_20,Primary control Auction 00:00 bis 04:00,43
PRL_24_12_20,Primary control Auction 04:00 bis 08:00,139
PRL_24_12_20,Primary control Auction 08:00 bis 12:00,119
PRL_24_12_20,Primary control Auction 12:00 bis 16:00,132
PRL_24_12_20,Primary control Auction 16:00 bis 20:00,146
PRL_24_12_20,Primary control Auction 20:00 bis 24:00,65
PRL_24_12_21,Primary control Auction 00:00 bis 04:00,31
PRL_24_12_21,Primary control Auction 04:00 bis 08:00,27
PRL_24_12_21,Primary control Auction 08:00 bis 12:00,27
PRL_24_12_21,Primary control Auction 12:00 bis 16:00,31
PRL_24_12_21,Primary control Auction 16:00 bis 20:00,72
PRL_24_12_21,Primary control Auction 20:00 bis 24:00,27
PRL_24_12_22,Primary control Auction 00:00 bis 04:00,67
PRL_24_12_22,Primary control Auction 04:00 bis 08:00,56
PRL_24_12_22,Primary control Auction 08:00 bis 12:00,39
PRL_24_12_22,Primary control Auction 12:00 bis 16:00,35
PRL_24_12_22,Primary control Auction 16:00 bis 20:00,59
PRL_24_12_22,Primary control Auction 20:00 bis 24:00,63
PRL_24_12_23,Primary control Auction 00:00 bis 04:00,43
PRL_24_12_23,Primary control Auction 04:00 bis 08:00,34
PRL_24_12_23,Primary control Auction 08:00 bis 12:00,35
PRL_24_12_23,Primary control Auction 12:00 bis 16:00,33
PRL_24_12_23,Primary control Auction 16:00 bis 20:00,127
PRL_24_12_23,Primary control Auction 20:00 bis 24:00,40
PRL_24_12_24,Primary control Auction 00:00 bis 04:00,44
PRL_24_12_24,Primary control Auction 04:00 bis 08:00,37
PRL_24_12_24,Primary control Auction 08:00 bis 12:00,26
PRL_24_12_24,Primary control Auction 12:00 bis 16:00,26
PRL_24_12_24,Primary control Auction 16:00 bis 20:00,56
PRL_24_12_24,Primary control Auction 20:00 bis 24:00,32
PRL_24_12_25,Primary control Auction 00:00 bis 04:00,44
PRL_24_12_25,Primary control Auction 04:00 bis 08:00,27
PRL_24_12_25,Primary control Auction 08:00 bis 12:00,69
PRL_24_12_25,Primary control Auction 12:00 bis 16:00,73
PRL_24_12_25,Primary control Auction 16:00 bis 20:00,64
PRL_24_12_25,Primary control Auction 20:00 bis 24:00,31
PRL_24_12_26,Primary control Auction 00:00 bis 04:00,44
PRL_24_12_26,Primary control Auction 04:00 bis 08:00,47
PRL_24_12_26,Primary control Auction 08:00 bis 12:00,25
PRL_24_12_26,Primary control Auction 12:00 bis 16:00,33
PRL_24_12_26,Primary control Auction 16:00 bis 20:00,50
PRL_24_12_26,Primary control Auction 20:00 bis 24:00,31
PRL_24_12_27,Primary control Auction 00:00 bis 04:00,30
PRL_24_12_27,Primary control Auction 04:00 bis 08:00,35
PRL_24_12_27,Primary control Auction 08:00 bis 12:00,31
PRL_24_12_27,Primary control Auction 12:00 bis 16:00,35
PRL_24_12_27,Primary control Auction 16:00 bis 20:00,44
PRL_24_12_27,Primary control Auction 20:00 bis 24:00,53
PRL_24_12_28,Primary control Auction 00:00 bis 04:00,20
PRL_24_12_28,Primary control Auction 04:00 bis 08:00,34
PRL_24_12_28,Primary control Auction 08:00 bis 12:00,30
PRL_24_12_28,Primary control Auction 12:00 bis 16:00,32
PRL_24_12_28,Primary control Auction 16:00 bis 20:00,87
PRL_24_12_28,Primary control Auction 20:00 bis 24:00,35
PRL_24_12_29,Primary control Auction 00:00 bis 04:00,36
PRL_24_12_29,Primary control Auction 04:00 bis 08:00,46
PRL_24_12_29,Primary control Auction 08:00 bis 12:00,37
PRL_24_12_29,Primary control Auction 12:00 bis 16:00,25
PRL_24_12_29,Primary control Auction 16:00 bis 20:00,106
PRL_24_12_29,Primary control Auction 20:00 bis 24:00,49
PRL_24_12_30,Primary control Auction 00:00 bis 04:00,46
PRL_24_12_30,Primary control Auction 04:00 bis 08:00,47
PRL_24_12_30,Primary control Auction 08:00 bis 12:00,31
PRL_24_12_30,Primary control Auction 12:00 bis 16:00,31
PRL_24_12_30,Primary control Auction 16:00 bis 20:00,52
PRL_24_12_30,Primary control Auction 20:00 bis 24:00,38
PRL_24_12_31,Primary control Auction 00:00 bis 04:00,64
PRL_24_12_31,Primary control Auction 04:00 bis 08:00,60
PRL_24_12_31,Primary control Auction 08:00 bis 12:00,49
PRL_24_12_31,Primary control Auction 12:00 bis 16:00,66
PRL_24_12_31,Primary control Auction 16:00 bis 20:00,59
PRL_24_12_31,Primary control Auction 20:00 bis 24:00,65
