Ausschreibung,Beschreibung,Total_MW
PRL_24_05_29,Primary control Auction 12:00 bis 16:00,132
PRL_24_05_29,Primary control Auction 16:00 bis 20:00,146
PRL_24_05_29,Primary control Auction 20:00 bis 24:00,162
PRL_24_05_30,Primary control Auction 00:00 bis 04:00,70
PRL_24_05_30,Primary control Auction 04:00 bis 08:00,76
PRL_24_05_30,Primary control Auction 08:00 bis 12:00,107
PRL_24_05_30,Primary control Auction 12:00 bis 16:00,97
PRL_24_05_30,Primary control Auction 16:00 bis 20:00,99
PRL_24_05_30,Primary control Auction 20:00 bis 24:00,137
PRL_24_05_31,Primary control Auction 00:00 bis 04:00,94
PRL_24_05_31,Primary control Auction 04:00 bis 08:00,95
PRL_24_05_31,Primary control Auction 08:00 bis 12:00,108
PRL_24_05_31,Primary control Auction 12:00 bis 16:00,111
PRL_24_05_31,Primary control Auction 16:00 bis 20:00,107
PRL_24_05_31,Primary control Auction 20:00 bis 24:00,111
PRL_24_06_01,Primary control Auction 00:00 bis 04:00,92
PRL_24_06_01,Primary control Auction 04:00 bis 08:00,91
PRL_24_06_01,Primary control Auction 08:00 bis 12:00,96
PRL_24_06_01,Primary control Auction 12:00 bis 16:00,101
PRL_24_06_01,Primary control Auction 16:00 bis 20:00,95
PRL_24_06_01,Primary control Auction 20:00 bis 24:00,95
PRL_24_06_02,Primary control Auction 00:00 bis 04:00,85
PRL_24_06_02,Primary control Auction 04:00 bis 08:00,92
PRL_24_06_02,Primary control Auction 08:00 bis 12:00,98
PRL_24_06_02,Primary control Auction 12:00 bis 16:00,101
PRL_24_06_02,Primary control Auction 16:00 bis 20:00,95
PRL_24_06_02,Primary control Auction 20:00 bis 24:00,97
PRL_24_06_03,Primary control Auction 00:00 bis 04:00,84
PRL_24_06_03,Primary control Auction 04:00 bis 08:00,101
PRL_24_06_03,Primary control Auction 08:00 bis 12:00,162
PRL_24_06_03,Primary control Auction 12:00 bis 16:00,137
PRL_24_06_03,Primary control Auction 16:00 bis 20:00,147
PRL_24_06_03,Primary control Auction 20:00 bis 24:00,139
PRL_24_06_04,Primary control Auction 00:00 bis 04:00,83
PRL_24_06_04,Primary control Auction 04:00 bis 08:00,123
PRL_24_06_04,Primary control Auction 08:00 bis 12:00,148
PRL_24_06_04,Primary control Auction 12:00 bis 16:00,127
PRL_24_06_04,Primary control Auction 16:00 bis 20:00,142
PRL_24_06_04,Primary control Auction 20:00 bis 24:00,150
PRL_24_06_05,Primary control Auction 00:00 bis 04:00,90
PRL_24_06_05,Primary control Auction 04:00 bis 08:00,107
PRL_24_06_05,Primary control Auction 08:00 bis 12:00,121
PRL_24_06_05,Primary control Auction 12:00 bis 16:00,108
PRL_24_06_05,Primary control Auction 16:00 bis 20:00,154
PRL_24_06_05,Primary control Auction 20:00 bis 24:00,132
PRL_24_06_06,Primary control Auction 00:00 bis 04:00,120
PRL_24_06_06,Primary control Auction 04:00 bis 08:00,108
PRL_24_06_06,Primary control Auction 08:00 bis 12:00,144
PRL_24_06_06,Primary control Auction 12:00 bis 16:00,102
PRL_24_06_06,Primary control Auction 16:00 bis 20:00,162
PRL_24_06_06,Primary control Auction 20:00 bis 24:00,152
PRL_24_06_07,Primary control Auction 00:00 bis 04:00,121
PRL_24_06_07,Primary control Auction 04:00 bis 08:00,120
PRL_24_06_07,Primary control Auction 08:00 bis 12:00,139
PRL_24_06_07,Primary control Auction 12:00 bis 16:00,104
PRL_24_06_07,Primary control Auction 16:00 bis 20:00,96
PRL_24_06_07,Primary control Auction 20:00 bis 24:00,104
PRL_24_06_08,Primary control Auction 00:00 bis 04:00,130
PRL_24_06_08,Primary control Auction 04:00 bis 08:00,115
PRL_24_06_08,Primary control Auction 08:00 bis 12:00,114
PRL_24_06_08,Primary control Auction 12:00 bis 16:00,116
PRL_24_06_08,Primary control Auction 16:00 bis 20:00,122
PRL_24_06_08,Primary control Auction 20:00 bis 24:00,146
PRL_24_06_09,Primary control Auction 00:00 bis 04:00,108
PRL_24_06_09,Primary control Auction 04:00 bis 08:00,92
PRL_24_06_09,Primary control Auction 08:00 bis 12:00,98
PRL_24_06_09,Primary control Auction 12:00 bis 16:00,103
PRL_24_06_09,Primary control Auction 16:00 bis 20:00,109
PRL_24_06_09,Primary control Auction 20:00 bis 24:00,103
PRL_24_06_10,Primary control Auction 00:00 bis 04:00,93
PRL_24_06_10,Primary control Auction 04:00 bis 08:00,98
PRL_24_06_10,Primary control Auction 08:00 bis 12:00,132
PRL_24_06_10,Primary control Auction 12:00 bis 16:00,115
PRL_24_06_10,Primary control Auction 16:00 bis 20:00,101
PRL_24_06_10,Primary control Auction 20:00 bis 24:00,116
PRL_24_06_11,Primary control Auction 00:00 bis 04:00,82
PRL_24_06_11,Primary control Auction 04:00 bis 08:00,88
PRL_24_06_11,Primary control Auction 08:00 bis 12:00,94
PRL_24_06_11,Primary control Auction 12:00 bis 16:00,114
PRL_24_06_11,Primary control Auction 16:00 bis 20:00,106
PRL_24_06_11,Primary control Auction 20:00 bis 24:00,114
PRL_24_06_12,Primary control Auction 00:00 bis 04:00,94
PRL_24_06_12,Primary control Auction 04:00 bis 08:00,97
PRL_24_06_12,Primary control Auction 08:00 bis 12:00,106
PRL_24_06_12,Primary control Auction 12:00 bis 16:00,123
PRL_24_06_12,Primary control Auction 16:00 bis 20:00,99
PRL_24_06_12,Primary control Auction 20:00 bis 24:00,130
PRL_24_06_13,Primary control Auction 00:00 bis 04:00,85
PRL_24_06_13,Primary control Auction 04:00 bis 08:00,97
PRL_24_06_13,Primary control Auction 08:00 bis 12:00,112
PRL_24_06_13,Primary control Auction 12:00 bis 16:00,112
PRL_24_06_13,Primary control Auction 16:00 bis 20:00,109
PRL_24_06_13,Primary control Auction 20:00 bis 24:00,123
PRL_24_06_14,Primary control Auction 00:00 bis 04:00,77
PRL_24_06_14,Primary control Auction 04:00 bis 08:00,81
PRL_24_06_14,Primary control Auction 08:00 bis 12:00,84
PRL_24_06_14,Primary control Auction 12:00 bis 16:00,90
PRL_24_06_14,Primary control Auction 16:00 bis 20:00,95
PRL_24_06_14,Primary control Auction 20:00 bis 24:00,105
PRL_24_06_15,Primary control Auction 00:00 bis 04:00,79
PRL_24_06_15,Primary control Auction 04:00 bis 08:00,78
PRL_24_06_15,Primary control Auction 08:00 bis 12:00,92
PRL_24_06_15,Primary control Auction 12:00 bis 16:00,90
PRL_24_06_15,Primary control Auction 16:00 bis 20:00,82
PRL_24_06_15,Primary control Auction 20:00 bis 24:00,101
PRL_24_06_16,Primary control Auction 00:00 bis 04:00,76
PRL_24_06_16,Primary control Auction 04:00 bis 08:00,83
PRL_24_06_16,Primary control Auction 08:00 bis 12:00,84
PRL_24_06_16,Primary control Auction 12:00 bis 16:00,101
PRL_24_06_16,Primary control Auction 16:00 bis 20:00,92
PRL_24_06_16,Primary control Auction 20:00 bis 24:00,91
PRL_24_06_17,Primary control Auction 00:00 bis 04:00,77
PRL_24_06_17,Primary control Auction 04:00 bis 08:00,101
PRL_24_06_17,Primary control Auction 08:00 bis 12:00,103
PRL_24_06_17,Primary control Auction 12:00 bis 16:00,112
PRL_24_06_17,Primary control Auction 16:00 bis 20:00,124
PRL_24_06_17,Primary control Auction 20:00 bis 24:00,112
PRL_24_06_18,Primary control Auction 00:00 bis 04:00,88
PRL_24_06_18,Primary control Auction 04:00 bis 08:00,121
PRL_24_06_18,Primary control Auction 08:00 bis 12:00,129
PRL_24_06_18,Primary control Auction 12:00 bis 16:00,150
PRL_24_06_18,Primary control Auction 16:00 bis 20:00,132
PRL_24_06_18,Primary control Auction 20:00 bis 24:00,133
PRL_24_06_19,Primary control Auction 00:00 bis 04:00,86
PRL_24_06_19,Primary control Auction 04:00 bis 08:00,97
PRL_24_06_19,Primary control Auction 08:00 bis 12:00,154
PRL_24_06_19,Primary control Auction 12:00 bis 16:00,107
PRL_24_06_19,Primary control Auction 16:00 bis 20:00,107
PRL_24_06_19,Primary control Auction 20:00 bis 24:00,113
PRL_24_06_20,Primary control Auction 00:00 bis 04:00,85
PRL_24_06_20,Primary control Auction 04:00 bis 08:00,102
PRL_24_06_20,Primary control Auction 08:00 bis 12:00,142
PRL_24_06_20,Primary control Auction 12:00 bis 16:00,132
PRL_24_06_20,Primary control Auction 16:00 bis 20:00,131
PRL_24_06_20,Primary control Auction 20:00 bis 24:00,131
PRL_24_06_21,Primary control Auction 00:00 bis 04:00,89
PRL_24_06_21,Primary control Auction 04:00 bis 08:00,93
PRL_24_06_21,Primary control Auction 08:00 bis 12:00,132
PRL_24_06_21,Primary control Auction 12:00 bis 16:00,131
PRL_24_06_21,Primary control Auction 16:00 bis 20:00,124
PRL_24_06_21,Primary control Auction 20:00 bis 24:00,108
PRL_24_06_22,Primary control Auction 00:00 bis 04:00,82
PRL_24_06_22,Primary control Auction 04:00 bis 08:00,84
PRL_24_06_22,Primary control Auction 08:00 bis 12:00,82
PRL_24_06_22,Primary control Auction 12:00 bis 16:00,85
PRL_24_06_22,Primary control Auction 16:00 bis 20:00,100
PRL_24_06_22,Primary control Auction 20:00 bis 24:00,126
PRL_24_06_23,Primary control Auction 00:00 bis 04:00,92
PRL_24_06_23,Primary control Auction 04:00 bis 08:00,99
PRL_24_06_23,Primary control Auction 08:00 bis 12:00,105
PRL_24_06_23,Primary control Auction 12:00 bis 16:00,96
PRL_24_06_23,Primary control Auction 16:00 bis 20:00,104
PRL_24_06_23,Primary control Auction 20:00 bis 24:00,131
PRL_24_06_24,Primary control Auction 00:00 bis 04:00,122
PRL_24_06_24,Primary control Auction 04:00 bis 08:00,118
PRL_24_06_24,Primary control Auction 08:00 bis 12:00,157
PRL_24_06_24,Primary control Auction 12:00 bis 16:00,162
PRL_24_06_24,Primary control Auction 16:00 bis 20:00,163
PRL_24_06_24,Primary control Auction 20:00 bis 24:00,136
PRL_24_06_25,Primary control Auction 00:00 bis 04:00,124
PRL_24_06_25,Primary control Auction 04:00 bis 08:00,142
PRL_24_06_25,Primary control Auction 08:00 bis 12:00,161
PRL_24_06_25,Primary control Auction 12:00 bis 16:00,143
PRL_24_06_25,Primary control Auction 16:00 bis 20:00,153
PRL_24_06_25,Primary control Auction 20:00 bis 24:00,123
PRL_24_06_26,Primary control Auction 00:00 bis 04:00,103
PRL_24_06_26,Primary control Auction 04:00 bis 08:00,121
PRL_24_06_26,Primary control Auction 08:00 bis 12:00,133
PRL_24_06_26,Primary control Auction 12:00 bis 16:00,142
PRL_24_06_26,Primary control Auction 16:00 bis 20:00,131
PRL_24_06_26,Primary control Auction 20:00 bis 24:00,111
PRL_24_06_27,Primary control Auction 00:00 bis 04:00,114
PRL_24_06_27,Primary control Auction 04:00 bis 08:00,111
PRL_24_06_27,Primary control Auction 08:00 bis 12:00,138
PRL_24_06_27,Primary control Auction 12:00 bis 16:00,117
PRL_24_06_27,Primary control Auction 16:00 bis 20:00,98
PRL_24_06_27,Primary control Auction 20:00 bis 24:00,108
PRL_24_06_28,Primary control Auction 00:00 bis 04:00,126
PRL_24_06_28,Primary control Auction 04:00 bis 08:00,126
PRL_24_06_28,Primary control Auction 08:00 bis 12:00,144
PRL_24_06_28,Primary control Auction 12:00 bis 16:00,142
PRL_24_06_28,Primary control Auction 16:00 bis 20:00,133
PRL_24_06_28,Primary control Auction 20:00 bis 24:00,112
PRL_24_06_29,Primary control Auction 00:00 bis 04:00,120
PRL_24_06_29,Primary control Auction 04:00 bis 08:00,129
PRL_24_06_29,Primary control Auction 08:00 bis 12:00,143
PRL_24_06_29,Primary control Auction 12:00 bis 16:00,132
PRL_24_06_29,Primary control Auction 16:00 bis 20:00,136
PRL_24_06_29,Primary control Auction 20:00 bis 24:00,138
PRL_24_06_30,Primary control Auction 00:00 bis 04:00,127
PRL_24_06_30,Primary control Auction 04:00 bis 08:00,139
PRL_24_06_30,Primary control Auction 08:00 bis 12:00,155
PRL_24_06_30,Primary control Auction 12:00 bis 16:00,148
PRL_24_06_30,Primary control Auction 16:00 bis 20:00,131
PRL_24_06_30,Primary control Auction 20:00 bis 24:00,135
PRL_24_07_01,Primary control Auction 00:00 bis 04:00,91
PRL_24_07_01,Primary control Auction 04:00 bis 08:00,122
PRL_24_07_01,Primary control Auction 08:00 bis 12:00,128
PRL_24_07_01,Primary control Auction 12:00 bis 16:00,128
PRL_24_07_01,Primary control Auction 16:00 bis 20:00,111
PRL_24_07_01,Primary control Auction 20:00 bis 24:00,110
PRL_24_07_02,Primary control Auction 00:00 bis 04:00,89
PRL_24_07_02,Primary control Auction 04:00 bis 08:00,116
PRL_24_07_02,Primary control Auction 08:00 bis 12:00,133
PRL_24_07_02,Primary control Auction 12:00 bis 16:00,122
PRL_24_07_02,Primary control Auction 16:00 bis 20:00,108
PRL_24_07_02,Primary control Auction 20:00 bis 24:00,105
PRL_24_07_03,Primary control Auction 00:00 bis 04:00,83
PRL_24_07_03,Primary control Auction 04:00 bis 08:00,98
PRL_24_07_03,Primary control Auction 08:00 bis 12:00,124
PRL_24_07_03,Primary control Auction 12:00 bis 16:00,70
PRL_24_07_03,Primary control Auction 16:00 bis 20:00,79
PRL_24_07_03,Primary control Auction 20:00 bis 24:00,113
PRL_24_07_04,Primary control Auction 00:00 bis 04:00,80
PRL_24_07_04,Primary control Auction 04:00 bis 08:00,75
PRL_24_07_04,Primary control Auction 08:00 bis 12:00,100
PRL_24_07_04,Primary control Auction 12:00 bis 16:00,113
PRL_24_07_04,Primary control Auction 16:00 bis 20:00,92
PRL_24_07_04,Primary control Auction 20:00 bis 24:00,93
PRL_24_07_05,Primary control Auction 00:00 bis 04:00,80
PRL_24_07_05,Primary control Auction 04:00 bis 08:00,85
PRL_24_07_05,Primary control Auction 08:00 bis 12:00,111
PRL_24_07_05,Primary control Auction 12:00 bis 16:00,112
PRL_24_07_05,Primary control Auction 16:00 bis 20:00,99
PRL_24_07_05,Primary control Auction 20:00 bis 24:00,118
PRL_24_07_06,Primary control Auction 00:00 bis 04:00,75
PRL_24_07_06,Primary control Auction 04:00 bis 08:00,96
PRL_24_07_06,Primary control Auction 08:00 bis 12:00,113
PRL_24_07_06,Primary control Auction 12:00 bis 16:00,118
PRL_24_07_06,Primary control Auction 16:00 bis 20:00,108
PRL_24_07_06,Primary control Auction 20:00 bis 24:00,104
PRL_24_07_07,Primary control Auction 00:00 bis 04:00,71
PRL_24_07_07,Primary control Auction 04:00 bis 08:00,72
PRL_24_07_07,Primary control Auction 08:00 bis 12:00,88
PRL_24_07_07,Primary control Auction 12:00 bis 16:00,92
PRL_24_07_07,Primary control Auction 16:00 bis 20:00,85
PRL_24_07_07,Primary control Auction 20:00 bis 24:00,72
PRL_24_07_08,Primary control Auction 00:00 bis 04:00,99
PRL_24_07_08,Primary control Auction 04:00 bis 08:00,115
PRL_24_07_08,Primary control Auction 08:00 bis 12:00,132
PRL_24_07_08,Primary control Auction 12:00 bis 16:00,93
PRL_24_07_08,Primary control Auction 16:00 bis 20:00,118
PRL_24_07_08,Primary control Auction 20:00 bis 24:00,123
PRL_24_07_09,Primary control Auction 00:00 bis 04:00,125
PRL_24_07_09,Primary control Auction 04:00 bis 08:00,137
PRL_24_07_09,Primary control Auction 08:00 bis 12:00,147
PRL_24_07_09,Primary control Auction 12:00 bis 16:00,107
PRL_24_07_09,Primary control Auction 16:00 bis 20:00,130
PRL_24_07_09,Primary control Auction 20:00 bis 24:00,96
PRL_24_07_10,Primary control Auction 00:00 bis 04:00,93
PRL_24_07_10,Primary control Auction 04:00 bis 08:00,135
PRL_24_07_10,Primary control Auction 08:00 bis 12:00,134
PRL_24_07_10,Primary control Auction 12:00 bis 16:00,101
PRL_24_07_10,Primary control Auction 16:00 bis 20:00,127
PRL_24_07_10,Primary control Auction 20:00 bis 24:00,116
PRL_24_07_11,Primary control Auction 00:00 bis 04:00,82
PRL_24_07_11,Primary control Auction 04:00 bis 08:00,111
PRL_24_07_11,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_11,Primary control Auction 12:00 bis 16:00,162
PRL_24_07_11,Primary control Auction 16:00 bis 20:00,116
PRL_24_07_11,Primary control Auction 20:00 bis 24:00,84
PRL_24_07_12,Primary control Auction 00:00 bis 04:00,111
PRL_24_07_12,Primary control Auction 04:00 bis 08:00,109
PRL_24_07_12,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_12,Primary control Auction 12:00 bis 16:00,162
PRL_24_07_12,Primary control Auction 16:00 bis 20:00,134
PRL_24_07_12,Primary control Auction 20:00 bis 24:00,133
PRL_24_07_13,Primary control Auction 00:00 bis 04:00,117
PRL_24_07_13,Primary control Auction 04:00 bis 08:00,123
PRL_24_07_13,Primary control Auction 08:00 bis 12:00,155
PRL_24_07_13,Primary control Auction 12:00 bis 16:00,119
PRL_24_07_13,Primary control Auction 16:00 bis 20:00,123
PRL_24_07_13,Primary control Auction 20:00 bis 24:00,162
PRL_24_07_14,Primary control Auction 00:00 bis 04:00,109
PRL_24_07_14,Primary control Auction 04:00 bis 08:00,116
PRL_24_07_14,Primary control Auction 08:00 bis 12:00,136
PRL_24_07_14,Primary control Auction 12:00 bis 16:00,158
PRL_24_07_14,Primary control Auction 16:00 bis 20:00,135
PRL_24_07_14,Primary control Auction 20:00 bis 24:00,147
PRL_24_07_15,Primary control Auction 00:00 bis 04:00,111
PRL_24_07_15,Primary control Auction 04:00 bis 08:00,127
PRL_24_07_15,Primary control Auction 08:00 bis 12:00,137
PRL_24_07_15,Primary control Auction 12:00 bis 16:00,120
PRL_24_07_15,Primary control Auction 16:00 bis 20:00,162
PRL_24_07_15,Primary control Auction 20:00 bis 24:00,127
PRL_24_07_16,Primary control Auction 00:00 bis 04:00,95
PRL_24_07_16,Primary control Auction 04:00 bis 08:00,141
PRL_24_07_16,Primary control Auction 08:00 bis 12:00,158
PRL_24_07_16,Primary control Auction 12:00 bis 16:00,112
PRL_24_07_16,Primary control Auction 16:00 bis 20:00,146
PRL_24_07_16,Primary control Auction 20:00 bis 24:00,116
PRL_24_07_17,Primary control Auction 00:00 bis 04:00,85
PRL_24_07_17,Primary control Auction 04:00 bis 08:00,93
PRL_24_07_17,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_17,Primary control Auction 12:00 bis 16:00,162
PRL_24_07_17,Primary control Auction 16:00 bis 20:00,158
PRL_24_07_17,Primary control Auction 20:00 bis 24:00,103
PRL_24_07_18,Primary control Auction 00:00 bis 04:00,105
PRL_24_07_18,Primary control Auction 04:00 bis 08:00,104
PRL_24_07_18,Primary control Auction 08:00 bis 12:00,143
PRL_24_07_18,Primary control Auction 12:00 bis 16:00,93
PRL_24_07_18,Primary control Auction 16:00 bis 20:00,135
PRL_24_07_18,Primary control Auction 20:00 bis 24:00,153
PRL_24_07_19,Primary control Auction 00:00 bis 04:00,108
PRL_24_07_19,Primary control Auction 04:00 bis 08:00,116
PRL_24_07_19,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_19,Primary control Auction 12:00 bis 16:00,162
PRL_24_07_19,Primary control Auction 16:00 bis 20:00,162
PRL_24_07_19,Primary control Auction 20:00 bis 24:00,143
PRL_24_07_20,Primary control Auction 00:00 bis 04:00,85
PRL_24_07_20,Primary control Auction 04:00 bis 08:00,112
PRL_24_07_20,Primary control Auction 08:00 bis 12:00,91
PRL_24_07_20,Primary control Auction 12:00 bis 16:00,86
PRL_24_07_20,Primary control Auction 16:00 bis 20:00,91
PRL_24_07_20,Primary control Auction 20:00 bis 24:00,102
PRL_24_07_21,Primary control Auction 00:00 bis 04:00,84
PRL_24_07_21,Primary control Auction 04:00 bis 08:00,82
PRL_24_07_21,Primary control Auction 08:00 bis 12:00,87
PRL_24_07_21,Primary control Auction 12:00 bis 16:00,85
PRL_24_07_21,Primary control Auction 16:00 bis 20:00,85
PRL_24_07_21,Primary control Auction 20:00 bis 24:00,122
PRL_24_07_22,Primary control Auction 00:00 bis 04:00,68
PRL_24_07_22,Primary control Auction 04:00 bis 08:00,125
PRL_24_07_22,Primary control Auction 08:00 bis 12:00,157
PRL_24_07_22,Primary control Auction 12:00 bis 16:00,118
PRL_24_07_22,Primary control Auction 16:00 bis 20:00,107
PRL_24_07_22,Primary control Auction 20:00 bis 24:00,99
PRL_24_07_23,Primary control Auction 00:00 bis 04:00,108
PRL_24_07_23,Primary control Auction 04:00 bis 08:00,117
PRL_24_07_23,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_23,Primary control Auction 12:00 bis 16:00,150
PRL_24_07_23,Primary control Auction 16:00 bis 20:00,124
PRL_24_07_23,Primary control Auction 20:00 bis 24:00,107
PRL_24_07_24,Primary control Auction 00:00 bis 04:00,115
PRL_24_07_24,Primary control Auction 04:00 bis 08:00,124
PRL_24_07_24,Primary control Auction 08:00 bis 12:00,167
PRL_24_07_24,Primary control Auction 12:00 bis 16:00,144
PRL_24_07_24,Primary control Auction 16:00 bis 20:00,137
PRL_24_07_24,Primary control Auction 20:00 bis 24:00,120
PRL_24_07_25,Primary control Auction 00:00 bis 04:00,103
PRL_24_07_25,Primary control Auction 04:00 bis 08:00,129
PRL_24_07_25,Primary control Auction 08:00 bis 12:00,167
PRL_24_07_25,Primary control Auction 12:00 bis 16:00,146
PRL_24_07_25,Primary control Auction 16:00 bis 20:00,135
PRL_24_07_25,Primary control Auction 20:00 bis 24:00,117
PRL_24_07_26,Primary control Auction 00:00 bis 04:00,123
PRL_24_07_26,Primary control Auction 04:00 bis 08:00,130
PRL_24_07_26,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_26,Primary control Auction 12:00 bis 16:00,152
PRL_24_07_26,Primary control Auction 16:00 bis 20:00,153
PRL_24_07_26,Primary control Auction 20:00 bis 24:00,141
PRL_24_07_27,Primary control Auction 00:00 bis 04:00,120
PRL_24_07_27,Primary control Auction 04:00 bis 08:00,162
PRL_24_07_27,Primary control Auction 08:00 bis 12:00,123
PRL_24_07_27,Primary control Auction 12:00 bis 16:00,108
PRL_24_07_27,Primary control Auction 16:00 bis 20:00,158
PRL_24_07_27,Primary control Auction 20:00 bis 24:00,132
PRL_24_07_28,Primary control Auction 00:00 bis 04:00,127
PRL_24_07_28,Primary control Auction 04:00 bis 08:00,135
PRL_24_07_28,Primary control Auction 08:00 bis 12:00,143
PRL_24_07_28,Primary control Auction 12:00 bis 16:00,158
PRL_24_07_28,Primary control Auction 16:00 bis 20:00,114
PRL_24_07_28,Primary control Auction 20:00 bis 24:00,137
PRL_24_07_29,Primary control Auction 00:00 bis 04:00,150
PRL_24_07_29,Primary control Auction 04:00 bis 08:00,131
PRL_24_07_29,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_29,Primary control Auction 12:00 bis 16:00,155
PRL_24_07_29,Primary control Auction 16:00 bis 20:00,153
PRL_24_07_29,Primary control Auction 20:00 bis 24:00,121
PRL_24_07_30,Primary control Auction 00:00 bis 04:00,105
PRL_24_07_30,Primary control Auction 04:00 bis 08:00,127
PRL_24_07_30,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_30,Primary control Auction 12:00 bis 16:00,162
PRL_24_07_30,Primary control Auction 16:00 bis 20:00,124
PRL_24_07_30,Primary control Auction 20:00 bis 24:00,111
PRL_24_07_31,Primary control Auction 00:00 bis 04:00,104
PRL_24_07_31,Primary control Auction 04:00 bis 08:00,105
PRL_24_07_31,Primary control Auction 08:00 bis 12:00,162
PRL_24_07_31,Primary control Auction 12:00 bis 16:00,159
PRL_24_07_31,Primary control Auction 16:00 bis 20:00,131
PRL_24_07_31,Primary control Auction 20:00 bis 24:00,87
PRL_24_08_01,Primary control Auction 00:00 bis 04:00,93
PRL_24_08_01,Primary control Auction 04:00 bis 08:00,100
PRL_24_08_01,Primary control Auction 08:00 bis 12:00,109
PRL_24_08_01,Primary control Auction 12:00 bis 16:00,162
PRL_24_08_01,Primary control Auction 16:00 bis 20:00,108
PRL_24_08_01,Primary control Auction 20:00 bis 24:00,108
PRL_24_08_02,Primary control Auction 00:00 bis 04:00,54
PRL_24_08_02,Primary control Auction 04:00 bis 08:00,58
PRL_24_08_02,Primary control Auction 08:00 bis 12:00,115
PRL_24_08_02,Primary control Auction 12:00 bis 16:00,162
PRL_24_08_02,Primary control Auction 16:00 bis 20:00,93
PRL_24_08_02,Primary control Auction 20:00 bis 24:00,69
PRL_24_08_03,Primary control Auction 00:00 bis 04:00,88
PRL_24_08_03,Primary control Auction 04:00 bis 08:00,96
PRL_24_08_03,Primary control Auction 08:00 bis 12:00,154
PRL_24_08_03,Primary control Auction 12:00 bis 16:00,139
PRL_24_08_03,Primary control Auction 16:00 bis 20:00,126
PRL_24_08_03,Primary control Auction 20:00 bis 24:00,109
PRL_24_08_04,Primary control Auction 00:00 bis 04:00,94
PRL_24_08_04,Primary control Auction 04:00 bis 08:00,138
PRL_24_08_04,Primary control Auction 08:00 bis 12:00,129
PRL_24_08_04,Primary control Auction 12:00 bis 16:00,162
PRL_24_08_04,Primary control Auction 16:00 bis 20:00,140
PRL_24_08_04,Primary control Auction 20:00 bis 24:00,103
PRL_24_08_05,Primary control Auction 00:00 bis 04:00,84
PRL_24_08_05,Primary control Auction 04:00 bis 08:00,130
PRL_24_08_05,Primary control Auction 08:00 bis 12:00,162
PRL_24_08_05,Primary control Auction 12:00 bis 16:00,161
PRL_24_08_05,Primary control Auction 16:00 bis 20:00,150
PRL_24_08_05,Primary control Auction 20:00 bis 24:00,112
PRL_24_08_06,Primary control Auction 00:00 bis 04:00,99
PRL_24_08_06,Primary control Auction 04:00 bis 08:00,146
PRL_24_08_06,Primary control Auction 08:00 bis 12:00,159
PRL_24_08_06,Primary control Auction 12:00 bis 16:00,162
PRL_24_08_06,Primary control Auction 16:00 bis 20:00,162
PRL_24_08_06,Primary control Auction 20:00 bis 24:00,128
PRL_24_08_07,Primary control Auction 00:00 bis 04:00,96
PRL_24_08_07,Primary control Auction 04:00 bis 08:00,129
PRL_24_08_07,Primary control Auction 08:00 bis 12:00,162
PRL_24_08_07,Primary control Auction 12:00 bis 16:00,162
PRL_24_08_07,Primary control Auction 16:00 bis 20:00,133
PRL_24_08_07,Primary control Auction 20:00 bis 24:00,110
PRL_24_08_08,Primary control Auction 00:00 bis 04:00,70
PRL_24_08_08,Primary control Auction 04:00 bis 08:00,130
PRL_24_08_08,Primary control Auction 08:00 bis 12:00,149
PRL_24_08_08,Primary control Auction 12:00 bis 16:00,158
PRL_24_08_08,Primary control Auction 16:00 bis 20:00,145
PRL_24_08_08,Primary control Auction 20:00 bis 24:00,81
PRL_24_08_09,Primary control Auction 00:00 bis 04:00,67
PRL_24_08_09,Primary control Auction 04:00 bis 08:00,112
PRL_24_08_09,Primary control Auction 08:00 bis 12:00,162
PRL_24_08_09,Primary control Auction 12:00 bis 16:00,162
PRL_24_08_09,Primary control Auction 16:00 bis 20:00,136
PRL_24_08_09,Primary control Auction 20:00 bis 24:00,110
PRL_24_08_10,Primary control Auction 00:00 bis 04:00,50
PRL_24_08_10,Primary control Auction 04:00 bis 08:00,85
PRL_24_08_10,Primary control Auction 08:00 bis 12:00,110
PRL_24_08_10,Primary control Auction 12:00 bis 16:00,123
PRL_24_08_10,Primary control Auction 16:00 bis 20:00,124
PRL_24_08_10,Primary control Auction 20:00 bis 24:00,106
PRL_24_08_11,Primary control Auction 00:00 bis 04:00,99
PRL_24_08_11,Primary control Auction 04:00 bis 08:00,105
PRL_24_08_11,Primary control Auction 08:00 bis 12:00,105
PRL_24_08_11,Primary control Auction 12:00 bis 16:00,132
PRL_24_08_11,Primary control Auction 16:00 bis 20:00,124
PRL_24_08_11,Primary control Auction 20:00 bis 24:00,132
PRL_24_08_12,Primary control Auction 00:00 bis 04:00,99
PRL_24_08_12,Primary control Auction 04:00 bis 08:00,115
PRL_24_08_12,Primary control Auction 08:00 bis 12:00,148
